cancellation_id,flight_id,cancellation_reason,cancelled_at
CXL001358,FLT0027928,Crew Shortage,2025-09-26 21:00:00
CXL001359,FLT0027981,Air Traffic Control,2026-06-09 08:00:00
CXL001360,FLT0027991,Air Traffic Control,2025-09-29 09:15:00
CXL001361,FLT0028002,Low Booking Demand,2025-10-15 11:00:00
CXL001362,FLT0028032,Severe Weather,2026-06-28 00:00:00
CXL001363,FLT0028036,Crew Shortage,2026-07-11 15:30:00
CXL001364,FLT0028085,Airport Closure,2026-05-31 02:00:00
CXL001365,FLT0028132,Mechanical Issue,2026-01-11 19:45:00
CXL001366,FLT0028137,Mechanical Issue,2025-08-14 00:15:00
CXL001367,FLT0028237,Severe Weather,2026-04-16 00:15:00
CXL001368,FLT0028262,Airport Closure,2025-12-13 19:45:00
CXL001369,FLT0028267,Low Booking Demand,2026-03-18 08:45:00
CXL001370,FLT0028268,Severe Weather,2026-07-20 18:00:00
CXL001371,FLT0028272,Crew Shortage,2026-02-28 07:30:00
CXL001372,FLT0028280,Crew Shortage,2025-12-28 00:45:00
CXL001373,FLT0028298,Mechanical Issue,2025-12-17 18:45:00
CXL001374,FLT0028303,Air Traffic Control,2026-03-26 17:45:00
CXL001375,FLT0028321,Severe Weather,2026-07-22 04:30:00
CXL001376,FLT0028380,Severe Weather,2026-06-12 07:15:00
CXL001377,FLT0028398,Airport Closure,2025-09-24 14:00:00
CXL001378,FLT0028421,Air Traffic Control,2025-12-07 15:00:00
CXL001379,FLT0028434,Air Traffic Control,2026-05-29 10:00:00
CXL001380,FLT0028436,Severe Weather,2025-11-14 11:45:00
CXL001381,FLT0028446,Crew Shortage,2026-04-29 12:15:00
CXL001382,FLT0028447,Crew Shortage,2026-07-21 08:00:00
CXL001383,FLT0028476,Low Booking Demand,2026-07-16 21:15:00
CXL001384,FLT0028498,Mechanical Issue,2026-02-20 23:30:00
CXL001385,FLT0028519,Severe Weather,2025-09-13 07:00:00
CXL001386,FLT0028529,Severe Weather,2026-03-06 22:00:00
CXL001387,FLT0028539,Severe Weather,2025-10-22 14:45:00
CXL001388,FLT0028550,Mechanical Issue,2026-03-14 04:45:00
CXL001389,FLT0028591,Airport Closure,2025-12-09 09:30:00
CXL001390,FLT0028651,Low Booking Demand,2025-08-07 14:00:00
CXL001391,FLT0028652,Air Traffic Control,2026-01-14 01:45:00
CXL001392,FLT0028675,Mechanical Issue,2025-08-08 09:45:00
CXL001393,FLT0028684,Air Traffic Control,2025-11-26 14:00:00
CXL001394,FLT0028693,Airport Closure,2025-09-24 05:15:00
CXL001395,FLT0028699,Severe Weather,2026-03-23 20:00:00
CXL001396,FLT0028722,Air Traffic Control,2026-07-23 12:30:00
CXL001397,FLT0028729,Mechanical Issue,2025-10-16 10:00:00
CXL001398,FLT0028742,Airport Closure,2026-06-12 15:15:00
CXL001399,FLT0028744,Crew Shortage,2026-01-04 13:45:00
CXL001400,FLT0028823,Airport Closure,2026-04-23 16:45:00
CXL001401,FLT0028883,Crew Shortage,2025-08-07 12:45:00
CXL001402,FLT0028909,Air Traffic Control,2026-05-27 15:00:00
CXL001403,FLT0028911,Severe Weather,2026-02-22 18:00:00
CXL001404,FLT0028939,Low Booking Demand,2026-02-02 14:30:00
CXL001405,FLT0028944,Severe Weather,2026-07-26 19:45:00
CXL001406,FLT0028947,Airport Closure,2026-03-25 02:30:00
CXL001407,FLT0028960,Airport Closure,2026-02-25 01:00:00
CXL001408,FLT0028962,Air Traffic Control,2026-01-25 18:00:00
CXL001409,FLT0028968,Crew Shortage,2026-03-04 08:30:00
CXL001410,FLT0029001,Severe Weather,2026-06-08 17:30:00
CXL001411,FLT0029019,Crew Shortage,2026-04-09 08:30:00
CXL001412,FLT0029024,Low Booking Demand,2026-04-23 04:00:00
CXL001413,FLT0029028,Low Booking Demand,2025-09-10 20:15:00
CXL001414,FLT0029089,Crew Shortage,2025-12-28 22:45:00
CXL001415,FLT0029104,Severe Weather,2025-09-22 00:15:00
CXL001416,FLT0029148,Low Booking Demand,2025-12-11 09:45:00
CXL001417,FLT0029205,Air Traffic Control,2026-05-12 10:15:00
CXL001418,FLT0029206,Low Booking Demand,2025-11-27 19:30:00
CXL001419,FLT0029239,Airport Closure,2026-01-01 15:45:00
CXL001420,FLT0029240,Severe Weather,2025-08-03 17:45:00
CXL001421,FLT0029249,Air Traffic Control,2026-01-16 13:00:00
CXL001422,FLT0029263,Crew Shortage,2025-10-02 02:45:00
CXL001423,FLT0029277,Mechanical Issue,2026-02-25 07:00:00
CXL001424,FLT0029398,Low Booking Demand,2025-08-27 09:15:00
CXL001425,FLT0029428,Air Traffic Control,2026-05-12 13:30:00
CXL001426,FLT0029440,Mechanical Issue,2026-04-26 05:30:00
CXL001427,FLT0029451,Air Traffic Control,2025-10-21 04:30:00
CXL001428,FLT0029465,Severe Weather,2025-08-12 04:45:00
CXL001429,FLT0029502,Crew Shortage,2025-11-18 08:30:00
CXL001430,FLT0029520,Severe Weather,2025-08-31 19:15:00
CXL001431,FLT0029539,Severe Weather,2026-05-20 12:00:00
CXL001432,FLT0029540,Low Booking Demand,2025-09-02 16:30:00
CXL001433,FLT0029571,Air Traffic Control,2026-07-22 10:00:00
CXL001434,FLT0029578,Low Booking Demand,2025-12-19 11:00:00
CXL001435,FLT0029590,Low Booking Demand,2025-11-01 15:30:00
CXL001436,FLT0029599,Low Booking Demand,2025-12-08 23:45:00
CXL001437,FLT0029610,Crew Shortage,2026-07-06 21:45:00
CXL001438,FLT0029625,Airport Closure,2026-05-18 08:15:00
CXL001439,FLT0029638,Airport Closure,2026-01-23 12:30:00
CXL001440,FLT0029646,Airport Closure,2026-06-09 12:00:00
CXL001441,FLT0029697,Air Traffic Control,2026-05-12 10:15:00
CXL001442,FLT0029735,Severe Weather,2026-03-31 15:15:00
CXL001443,FLT0029767,Severe Weather,2026-01-18 03:15:00
CXL001444,FLT0029768,Airport Closure,2026-07-30 21:00:00
CXL001445,FLT0029775,Mechanical Issue,2025-11-08 11:15:00
CXL001446,FLT0029781,Mechanical Issue,2026-05-25 13:45:00
CXL001447,FLT0029789,Airport Closure,2026-05-31 10:45:00
CXL001448,FLT0029802,Air Traffic Control,2025-12-04 04:00:00
CXL001449,FLT0029814,Crew Shortage,2025-12-15 06:15:00
CXL001450,FLT0029873,Mechanical Issue,2025-12-05 12:00:00
CXL001451,FLT0029887,Air Traffic Control,2025-10-03 15:45:00
CXL001452,FLT0029892,Low Booking Demand,2025-09-17 05:45:00
CXL001453,FLT0029902,Crew Shortage,2026-04-16 01:15:00
CXL001454,FLT0029913,Crew Shortage,2026-01-16 03:00:00
CXL001455,FLT0029917,Low Booking Demand,2026-05-14 15:00:00
CXL001456,FLT0029957,Air Traffic Control,2025-10-16 11:45:00
CXL001457,FLT0029982,Low Booking Demand,2025-10-29 17:15:00
CXL001458,FLT0030007,Severe Weather,2026-03-12 14:15:00
CXL001459,FLT0030032,Mechanical Issue,2025-11-14 00:45:00
CXL001460,FLT0030045,Low Booking Demand,2026-05-20 04:45:00
CXL001461,FLT0030067,Severe Weather,2026-03-03 03:30:00
CXL001462,FLT0030075,Crew Shortage,2026-04-25 15:30:00
CXL001463,FLT0030118,Mechanical Issue,2025-12-18 17:30:00
CXL001464,FLT0030120,Air Traffic Control,2026-06-27 13:15:00
CXL001465,FLT0030122,Air Traffic Control,2026-02-16 14:15:00
CXL001466,FLT0030141,Low Booking Demand,2025-12-04 03:45:00
CXL001467,FLT0030144,Severe Weather,2026-04-11 16:00:00
CXL001468,FLT0030148,Air Traffic Control,2026-06-13 01:30:00
CXL001469,FLT0030214,Crew Shortage,2026-03-09 14:30:00
CXL001470,FLT0030221,Crew Shortage,2025-08-12 18:30:00
CXL001471,FLT0030246,Severe Weather,2025-12-29 01:00:00
CXL001472,FLT0030256,Air Traffic Control,2026-05-05 06:15:00
CXL001473,FLT0030288,Mechanical Issue,2026-07-18 04:00:00
CXL001474,FLT0030293,Severe Weather,2026-05-02 05:15:00
CXL001475,FLT0030307,Mechanical Issue,2026-02-21 15:45:00
CXL001476,FLT0030308,Low Booking Demand,2026-02-04 20:15:00
CXL001477,FLT0030326,Crew Shortage,2026-02-21 05:00:00
CXL001478,FLT0030370,Crew Shortage,2026-05-25 13:00:00
CXL001479,FLT0030434,Airport Closure,2025-10-17 00:15:00
CXL001480,FLT0030443,Mechanical Issue,2026-07-02 10:15:00
CXL001481,FLT0030445,Severe Weather,2025-12-07 06:30:00
CXL001482,FLT0030461,Crew Shortage,2026-06-17 12:30:00
CXL001483,FLT0030468,Airport Closure,2026-03-05 00:45:00
CXL001484,FLT0030474,Low Booking Demand,2026-07-07 16:45:00
CXL001485,FLT0030539,Air Traffic Control,2026-06-21 17:45:00
CXL001486,FLT0030565,Severe Weather,2025-12-03 05:30:00
CXL001487,FLT0030568,Low Booking Demand,2026-04-16 08:45:00
CXL001488,FLT0030573,Crew Shortage,2026-05-31 09:45:00
CXL001489,FLT0030574,Low Booking Demand,2025-10-12 16:00:00
CXL001490,FLT0030613,Air Traffic Control,2026-06-07 10:45:00
CXL001491,FLT0030630,Severe Weather,2026-01-25 16:45:00
CXL001492,FLT0030677,Severe Weather,2025-11-07 13:00:00
CXL001493,FLT0030680,Mechanical Issue,2026-06-29 23:15:00
CXL001494,FLT0030691,Low Booking Demand,2026-07-27 08:45:00
CXL001495,FLT0030694,Crew Shortage,2025-11-15 02:30:00
CXL001496,FLT0030706,Air Traffic Control,2025-08-27 12:30:00
CXL001497,FLT0030725,Severe Weather,2026-03-13 00:00:00
CXL001498,FLT0030731,Severe Weather,2025-08-03 00:45:00
CXL001499,FLT0030746,Air Traffic Control,2025-08-15 02:30:00
CXL001500,FLT0030762,Low Booking Demand,2026-05-03 13:00:00
CXL001501,FLT0030763,Airport Closure,2026-04-02 06:15:00
CXL001502,FLT0030780,Mechanical Issue,2025-10-08 00:30:00
CXL001503,FLT0030793,Low Booking Demand,2026-06-19 19:45:00
CXL001504,FLT0030800,Low Booking Demand,2025-08-03 02:45:00
CXL001505,FLT0030820,Air Traffic Control,2026-05-29 02:30:00
CXL001506,FLT0030839,Airport Closure,2025-11-04 04:30:00
CXL001507,FLT0030878,Crew Shortage,2025-12-19 11:15:00
CXL001508,FLT0030896,Crew Shortage,2026-04-18 14:45:00
CXL001509,FLT0030901,Air Traffic Control,2025-10-19 02:45:00
CXL001510,FLT0030907,Crew Shortage,2025-09-04 03:45:00
CXL001511,FLT0030971,Severe Weather,2025-09-21 22:00:00
CXL001512,FLT0030974,Air Traffic Control,2026-07-22 13:00:00
CXL001513,FLT0031003,Crew Shortage,2026-05-13 02:00:00
CXL001514,FLT0031010,Air Traffic Control,2025-08-10 01:15:00
CXL001515,FLT0031061,Severe Weather,2026-07-17 15:30:00
CXL001516,FLT0031079,Airport Closure,2025-10-27 09:45:00
CXL001517,FLT0031107,Low Booking Demand,2026-04-22 05:30:00
CXL001518,FLT0031131,Low Booking Demand,2025-11-27 00:00:00
CXL001519,FLT0031137,Air Traffic Control,2026-02-22 20:30:00
CXL001520,FLT0031163,Low Booking Demand,2026-03-22 18:30:00
CXL001521,FLT0031193,Severe Weather,2026-07-24 15:45:00
CXL001522,FLT0031199,Airport Closure,2026-02-09 09:45:00
CXL001523,FLT0031206,Crew Shortage,2025-10-13 07:30:00
CXL001524,FLT0031217,Severe Weather,2026-03-26 15:15:00
CXL001525,FLT0031222,Severe Weather,2025-12-13 07:00:00
CXL001526,FLT0031246,Crew Shortage,2026-03-27 12:00:00
CXL001527,FLT0031329,Severe Weather,2026-07-08 01:00:00
CXL001528,FLT0031376,Crew Shortage,2026-02-11 16:15:00
CXL001529,FLT0031388,Severe Weather,2026-01-08 17:00:00
CXL001530,FLT0031390,Airport Closure,2025-12-11 00:15:00
CXL001531,FLT0031421,Air Traffic Control,2025-11-11 15:45:00
CXL001532,FLT0031463,Low Booking Demand,2026-06-21 08:30:00
CXL001533,FLT0031483,Crew Shortage,2026-06-08 10:00:00
CXL001534,FLT0031505,Airport Closure,2026-04-10 18:45:00
CXL001535,FLT0031513,Low Booking Demand,2026-02-14 05:45:00
CXL001536,FLT0031546,Airport Closure,2026-03-03 19:15:00
CXL001537,FLT0031555,Severe Weather,2026-06-11 13:45:00
CXL001538,FLT0031558,Crew Shortage,2026-07-21 21:30:00
CXL001539,FLT0031564,Crew Shortage,2025-08-03 08:45:00
CXL001540,FLT0031587,Crew Shortage,2026-01-28 09:30:00
CXL001541,FLT0031593,Airport Closure,2026-04-28 09:15:00
CXL001542,FLT0031602,Air Traffic Control,2026-04-25 20:45:00
CXL001543,FLT0031609,Airport Closure,2026-03-10 20:30:00
CXL001544,FLT0031652,Airport Closure,2026-02-11 07:15:00
CXL001545,FLT0031678,Low Booking Demand,2026-01-25 17:30:00
CXL001546,FLT0031682,Low Booking Demand,2026-01-09 19:00:00
CXL001547,FLT0031713,Low Booking Demand,2025-12-14 04:45:00
CXL001548,FLT0031734,Air Traffic Control,2025-10-16 11:45:00
CXL001549,FLT0031735,Crew Shortage,2026-05-02 22:30:00
CXL001550,FLT0031809,Severe Weather,2026-03-29 14:45:00
CXL001551,FLT0031825,Severe Weather,2026-07-16 13:30:00
CXL001552,FLT0031829,Low Booking Demand,2026-04-25 07:00:00
CXL001553,FLT0031847,Mechanical Issue,2025-10-05 01:15:00
CXL001554,FLT0031897,Low Booking Demand,2025-12-20 22:30:00
CXL001555,FLT0031941,Mechanical Issue,2025-08-18 02:30:00
CXL001556,FLT0032003,Mechanical Issue,2026-02-22 15:00:00
CXL001557,FLT0032056,Crew Shortage,2026-05-28 16:45:00
CXL001558,FLT0032064,Severe Weather,2025-12-25 10:00:00
CXL001559,FLT0032111,Severe Weather,2025-10-16 15:30:00
CXL001560,FLT0032147,Air Traffic Control,2025-08-07 21:45:00
CXL001561,FLT0032170,Crew Shortage,2025-09-28 08:00:00
CXL001562,FLT0032181,Airport Closure,2026-04-02 08:15:00
CXL001563,FLT0032182,Airport Closure,2026-06-28 20:15:00
CXL001564,FLT0032194,Airport Closure,2026-03-25 19:30:00
CXL001565,FLT0032231,Crew Shortage,2025-12-07 20:00:00
CXL001566,FLT0032246,Airport Closure,2025-09-05 23:15:00
CXL001567,FLT0032289,Crew Shortage,2026-03-08 15:45:00
CXL001568,FLT0032299,Air Traffic Control,2026-03-12 07:15:00
CXL001569,FLT0032301,Low Booking Demand,2026-04-18 04:45:00
CXL001570,FLT0032306,Severe Weather,2026-04-15 18:00:00
CXL001571,FLT0032316,Mechanical Issue,2025-10-11 04:00:00
CXL001572,FLT0032342,Air Traffic Control,2025-11-30 18:15:00
CXL001573,FLT0032366,Crew Shortage,2025-08-09 01:45:00
CXL001574,FLT0032377,Airport Closure,2026-06-01 15:15:00
CXL001575,FLT0032397,Crew Shortage,2025-12-05 20:00:00
CXL001576,FLT0032409,Mechanical Issue,2026-05-30 22:45:00
CXL001577,FLT0032440,Severe Weather,2025-08-08 18:30:00
CXL001578,FLT0032465,Mechanical Issue,2025-09-07 16:15:00
CXL001579,FLT0032473,Airport Closure,2026-05-08 04:30:00
CXL001580,FLT0032488,Mechanical Issue,2026-04-21 14:45:00
CXL001581,FLT0032491,Low Booking Demand,2026-03-16 08:30:00
CXL001582,FLT0032504,Low Booking Demand,2025-09-29 06:15:00
CXL001583,FLT0032551,Severe Weather,2026-03-03 03:30:00
CXL001584,FLT0032567,Air Traffic Control,2026-05-07 14:00:00
CXL001585,FLT0032580,Low Booking Demand,2026-07-03 16:00:00
CXL001586,FLT0032585,Mechanical Issue,2026-03-01 17:30:00
CXL001587,FLT0032586,Airport Closure,2025-08-02 12:45:00
CXL001588,FLT0032621,Airport Closure,2026-04-14 03:15:00
CXL001589,FLT0032660,Low Booking Demand,2025-12-15 21:30:00
CXL001590,FLT0032692,Mechanical Issue,2025-09-02 11:15:00
CXL001591,FLT0032740,Crew Shortage,2026-07-06 22:30:00
CXL001592,FLT0032741,Low Booking Demand,2026-05-17 16:30:00
CXL001593,FLT0032743,Crew Shortage,2025-09-21 13:15:00
CXL001594,FLT0032749,Crew Shortage,2026-03-25 23:00:00
CXL001595,FLT0032755,Severe Weather,2026-01-12 16:45:00
CXL001596,FLT0032780,Crew Shortage,2025-11-01 02:15:00
CXL001597,FLT0032781,Mechanical Issue,2025-10-18 11:30:00
CXL001598,FLT0032864,Air Traffic Control,2026-01-04 04:00:00
CXL001599,FLT0032869,Mechanical Issue,2025-08-01 17:00:00
CXL001600,FLT0032930,Mechanical Issue,2026-01-23 07:45:00
CXL001601,FLT0032936,Severe Weather,2025-11-06 07:45:00
CXL001602,FLT0032939,Air Traffic Control,2025-09-21 04:30:00
CXL001603,FLT0032965,Mechanical Issue,2026-05-16 06:45:00
CXL001604,FLT0033017,Mechanical Issue,2026-07-20 00:45:00
CXL001605,FLT0033050,Air Traffic Control,2026-04-10 21:15:00
CXL001606,FLT0033088,Air Traffic Control,2026-02-09 16:15:00
CXL001607,FLT0033098,Low Booking Demand,2025-10-09 01:45:00
CXL001608,FLT0033148,Airport Closure,2026-01-23 14:00:00
CXL001609,FLT0033157,Crew Shortage,2025-11-08 10:15:00
CXL001610,FLT0033159,Air Traffic Control,2025-10-10 03:45:00
CXL001611,FLT0033161,Air Traffic Control,2026-04-03 16:00:00
CXL001612,FLT0033213,Mechanical Issue,2026-02-25 20:00:00
CXL001613,FLT0033215,Severe Weather,2025-12-06 02:45:00
CXL001614,FLT0033219,Airport Closure,2025-09-30 00:30:00
CXL001615,FLT0033256,Crew Shortage,2026-01-25 02:30:00
CXL001616,FLT0033264,Air Traffic Control,2025-09-11 07:30:00
CXL001617,FLT0033271,Mechanical Issue,2025-08-17 00:00:00
CXL001618,FLT0033284,Severe Weather,2026-04-17 07:00:00
CXL001619,FLT0033300,Air Traffic Control,2026-01-08 20:15:00
CXL001620,FLT0033302,Air Traffic Control,2025-08-20 12:30:00
CXL001621,FLT0033322,Crew Shortage,2026-03-30 15:00:00
CXL001622,FLT0033336,Air Traffic Control,2026-06-10 05:45:00
CXL001623,FLT0033357,Severe Weather,2025-10-22 02:00:00
CXL001624,FLT0033370,Crew Shortage,2026-06-11 19:15:00
CXL001625,FLT0033401,Mechanical Issue,2026-05-31 11:45:00
CXL001626,FLT0033405,Severe Weather,2026-07-21 20:15:00
CXL001627,FLT0033411,Air Traffic Control,2026-01-04 20:00:00
CXL001628,FLT0033414,Air Traffic Control,2025-10-31 19:00:00
CXL001629,FLT0033423,Severe Weather,2025-12-08 18:45:00
CXL001630,FLT0033470,Crew Shortage,2026-02-06 23:00:00
CXL001631,FLT0033471,Mechanical Issue,2026-05-01 05:00:00
CXL001632,FLT0033484,Air Traffic Control,2025-08-02 11:00:00
CXL001633,FLT0033490,Low Booking Demand,2025-10-29 12:15:00
CXL001634,FLT0033514,Mechanical Issue,2025-08-04 01:15:00
CXL001635,FLT0033528,Crew Shortage,2026-04-09 21:00:00
CXL001636,FLT0033546,Mechanical Issue,2026-01-14 08:00:00
CXL001637,FLT0033577,Severe Weather,2026-04-29 09:00:00
CXL001638,FLT0033643,Severe Weather,2026-03-17 02:00:00
CXL001639,FLT0033655,Air Traffic Control,2026-04-01 12:15:00
CXL001640,FLT0033678,Crew Shortage,2025-12-22 16:15:00
CXL001641,FLT0033710,Airport Closure,2026-06-18 18:30:00
CXL001642,FLT0033714,Air Traffic Control,2026-03-30 02:45:00
CXL001643,FLT0033726,Airport Closure,2026-07-31 08:00:00
CXL001644,FLT0033749,Low Booking Demand,2026-07-15 22:15:00
CXL001645,FLT0033765,Crew Shortage,2026-05-24 20:00:00
CXL001646,FLT0033896,Airport Closure,2025-10-12 18:30:00
CXL001647,FLT0033914,Crew Shortage,2026-01-30 11:15:00
CXL001648,FLT0033916,Mechanical Issue,2026-04-14 22:30:00
CXL001649,FLT0033918,Crew Shortage,2025-12-16 08:15:00
CXL001650,FLT0033978,Mechanical Issue,2025-10-18 13:45:00
CXL001651,FLT0034005,Crew Shortage,2026-07-30 00:30:00
CXL001652,FLT0034006,Air Traffic Control,2026-03-22 14:30:00
CXL001653,FLT0034023,Airport Closure,2026-07-05 18:00:00
CXL001654,FLT0034033,Severe Weather,2025-11-28 22:15:00
CXL001655,FLT0034061,Mechanical Issue,2025-11-07 03:30:00
CXL001656,FLT0034088,Low Booking Demand,2026-03-27 17:00:00
CXL001657,FLT0034143,Severe Weather,2026-06-23 04:15:00
CXL001658,FLT0034180,Mechanical Issue,2026-05-05 13:45:00
CXL001659,FLT0034182,Severe Weather,2026-03-14 17:30:00
CXL001660,FLT0034215,Air Traffic Control,2025-10-23 14:00:00
CXL001661,FLT0034217,Mechanical Issue,2026-05-26 14:45:00
CXL001662,FLT0034288,Crew Shortage,2026-01-21 21:30:00
CXL001663,FLT0034289,Severe Weather,2026-03-21 08:45:00
CXL001664,FLT0034341,Low Booking Demand,2026-02-28 09:15:00
CXL001665,FLT0034351,Airport Closure,2026-03-12 07:30:00
CXL001666,FLT0034357,Low Booking Demand,2026-02-08 21:45:00
CXL001667,FLT0034397,Low Booking Demand,2025-09-24 18:30:00
CXL001668,FLT0034409,Air Traffic Control,2026-07-17 13:45:00
CXL001669,FLT0034428,Low Booking Demand,2025-10-10 11:00:00
CXL001670,FLT0034435,Severe Weather,2026-04-07 15:00:00
CXL001671,FLT0034469,Mechanical Issue,2026-06-01 06:30:00
CXL001672,FLT0034470,Airport Closure,2026-06-12 15:15:00
CXL001673,FLT0034522,Airport Closure,2026-04-03 18:15:00
CXL001674,FLT0034523,Mechanical Issue,2026-03-12 19:00:00
CXL001675,FLT0034539,Mechanical Issue,2026-04-24 21:30:00
CXL001676,FLT0034587,Airport Closure,2026-05-01 18:15:00
CXL001677,FLT0034611,Severe Weather,2025-09-14 17:30:00
CXL001678,FLT0034615,Crew Shortage,2026-05-19 18:45:00
CXL001679,FLT0034632,Low Booking Demand,2026-08-01 15:15:00
CXL001680,FLT0034694,Airport Closure,2026-02-06 04:00:00
CXL001681,FLT0034731,Severe Weather,2026-06-04 20:30:00
CXL001682,FLT0034736,Severe Weather,2026-07-19 16:45:00
CXL001683,FLT0034737,Severe Weather,2026-03-29 08:00:00
CXL001684,FLT0034745,Severe Weather,2026-02-10 14:45:00
CXL001685,FLT0034759,Crew Shortage,2026-03-23 14:00:00
CXL001686,FLT0034771,Low Booking Demand,2025-12-11 06:45:00
CXL001687,FLT0034822,Severe Weather,2026-04-14 08:45:00
CXL001688,FLT0034847,Air Traffic Control,2026-07-13 05:45:00
CXL001689,FLT0034848,Low Booking Demand,2026-06-15 10:15:00
CXL001690,FLT0034857,Low Booking Demand,2026-04-20 00:45:00
CXL001691,FLT0034866,Mechanical Issue,2025-09-07 18:45:00
CXL001692,FLT0034882,Airport Closure,2025-08-19 07:15:00
CXL001693,FLT0034884,Air Traffic Control,2025-10-23 21:45:00
CXL001694,FLT0034887,Airport Closure,2025-09-30 11:15:00
CXL001695,FLT0034911,Severe Weather,2026-07-21 06:45:00
CXL001696,FLT0035018,Air Traffic Control,2025-09-27 05:30:00
CXL001697,FLT0035037,Severe Weather,2026-04-08 03:15:00
CXL001698,FLT0035046,Severe Weather,2026-01-18 16:30:00
CXL001699,FLT0035052,Low Booking Demand,2026-03-16 08:30:00
CXL001700,FLT0035053,Airport Closure,2026-06-18 12:30:00
CXL001701,FLT0035076,Airport Closure,2025-12-16 12:45:00
CXL001702,FLT0035105,Airport Closure,2025-11-07 17:15:00
CXL001703,FLT0035106,Mechanical Issue,2025-10-24 14:15:00
CXL001704,FLT0035137,Air Traffic Control,2025-08-04 15:45:00
CXL001705,FLT0035194,Severe Weather,2026-06-19 02:00:00
CXL001706,FLT0035229,Mechanical Issue,2025-08-21 20:00:00
CXL001707,FLT0035250,Airport Closure,2025-09-14 14:30:00
CXL001708,FLT0035293,Crew Shortage,2025-08-31 09:45:00
CXL001709,FLT0035325,Low Booking Demand,2026-03-08 00:30:00
CXL001710,FLT0035339,Airport Closure,2026-05-12 07:45:00
CXL001711,FLT0035345,Mechanical Issue,2026-02-14 19:30:00
CXL001712,FLT0035370,Severe Weather,2026-07-18 13:00:00
CXL001713,FLT0035391,Low Booking Demand,2025-09-14 07:00:00
CXL001714,FLT0035405,Crew Shortage,2026-04-01 08:00:00
CXL001715,FLT0035423,Airport Closure,2026-03-18 01:45:00
CXL001716,FLT0035431,Crew Shortage,2026-05-18 08:00:00
CXL001717,FLT0035439,Mechanical Issue,2025-11-28 16:45:00
CXL001718,FLT0035449,Air Traffic Control,2026-01-09 13:15:00
CXL001719,FLT0035457,Crew Shortage,2025-12-22 17:45:00
CXL001720,FLT0035464,Airport Closure,2026-05-26 06:45:00
CXL001721,FLT0035473,Airport Closure,2026-02-26 22:00:00
CXL001722,FLT0035481,Airport Closure,2026-02-21 09:15:00
CXL001723,FLT0035488,Crew Shortage,2025-08-30 01:30:00
CXL001724,FLT0035490,Airport Closure,2026-03-04 20:00:00
CXL001725,FLT0035523,Low Booking Demand,2026-06-20 08:00:00
CXL001726,FLT0035527,Mechanical Issue,2025-11-03 18:15:00
CXL001727,FLT0035628,Crew Shortage,2025-12-14 20:00:00
CXL001728,FLT0035660,Air Traffic Control,2026-04-28 01:30:00
