ticket_id,customer_id,booking_id,issue_type,opened_date,status,priority
SUP005075,CUS0057013,BK00031833,Seat Change Request,2025-11-21,Resolved,High
SUP005076,CUS0054767,,Baggage Complaint,2024-03-10,Closed,Low
SUP005077,CUS0050585,BK00044443,Website/App Issue,2026-04-14,In Progress,Low
SUP005078,CUS0022776,,Booking Issue,2026-07-12,Open,Medium
SUP005079,CUS0013120,,Flight Delay Complaint,2025-09-07,Resolved,Low
SUP005080,CUS0001046,,Loyalty Points Issue,2025-06-27,Closed,Medium
SUP005081,CUS0053237,BK00109655,Booking Issue,2026-04-15,Resolved,Low
SUP005082,CUS0056167,,Booking Issue,2025-05-28,Closed,Low
SUP005083,CUS0047072,,Refund Request,2024-04-16,Closed,Medium
SUP005084,CUS0010412,BK00128228,Flight Delay Complaint,2025-12-25,Resolved,Medium
SUP005085,CUS0014887,BK00006730,General Inquiry,2024-11-28,Closed,High
SUP005086,CUS0012320,BK00067067,Booking Issue,2024-02-13,Closed,Medium
SUP005087,CUS0002341,BK00041239,Website/App Issue,2024-02-25,Closed,High
SUP005088,CUS0058491,,Refund Request,2024-03-08,Closed,Urgent
SUP005089,CUS0003938,,General Inquiry,2024-10-04,Resolved,High
SUP005090,CUS0052317,BK00000235,Refund Request,2025-01-09,Resolved,Medium
SUP005091,CUS0042399,BK00034530,Website/App Issue,2024-09-12,Resolved,High
SUP005092,CUS0013302,BK00142915,General Inquiry,2024-10-19,Resolved,Low
SUP005093,CUS0018125,BK00073401,Baggage Complaint,2024-03-08,Resolved,Low
SUP005094,CUS0056181,BK00045072,General Inquiry,2024-01-08,Resolved,Low
SUP005095,CUS0057040,,Baggage Complaint,2026-06-09,Closed,Low
SUP005096,CUS0006157,BK00096589,Baggage Complaint,2025-09-06,Closed,Medium
SUP005097,CUS0012300,BK00058468,Loyalty Points Issue,2024-08-04,Closed,Medium
SUP005098,CUS0047284,,Flight Delay Complaint,2026-03-05,Resolved,Low
SUP005099,CUS0030907,BK00016016,Booking Issue,2024-06-19,Resolved,Medium
SUP005100,CUS0006455,BK00025928,Booking Issue,2025-04-18,Closed,Medium
SUP005101,CUS0025827,BK00024654,Flight Delay Complaint,2026-07-15,Closed,Medium
SUP005102,CUS0057797,BK00102381,Booking Issue,2024-08-21,Closed,Medium
SUP005103,CUS0032156,BK00128997,General Inquiry,2024-04-13,Resolved,Medium
SUP005104,CUS0053369,BK00067906,Flight Delay Complaint,2025-10-29,Resolved,High
SUP005105,CUS0015910,BK00034259,Loyalty Points Issue,2026-07-28,Closed,Low
SUP005106,CUS0033405,BK00037092,Refund Request,2026-02-06,In Progress,Medium
SUP005107,CUS0042756,BK00068330,Refund Request,2025-05-17,Closed,Low
SUP005108,CUS0004748,BK00039685,Booking Issue,2025-04-04,Resolved,High
SUP005109,CUS0006743,BK00030803,Seat Change Request,2026-05-26,Closed,Low
SUP005110,CUS0023947,BK00108497,Booking Issue,2024-09-17,In Progress,Urgent
SUP005111,CUS0036646,BK00043618,Booking Issue,2025-03-12,Resolved,Medium
SUP005112,CUS0054147,,Baggage Complaint,2024-04-01,Open,Low
SUP005113,CUS0017234,BK00034871,Booking Issue,2025-12-10,Closed,Low
SUP005114,CUS0034590,BK00113633,Refund Request,2025-07-22,Closed,Medium
SUP005115,CUS0008983,,Website/App Issue,2025-12-08,Resolved,Low
SUP005116,CUS0057931,BK00010852,Baggage Complaint,2024-04-16,Resolved,Low
SUP005117,CUS0038511,BK00106830,Seat Change Request,2025-02-14,Closed,Low
SUP005118,CUS0028586,,Website/App Issue,2024-06-04,Closed,Low
SUP005119,CUS0054188,BK00083875,Baggage Complaint,2025-09-19,Resolved,Medium
SUP005120,CUS0026902,BK00075591,Flight Delay Complaint,2024-01-16,Closed,Low
SUP005121,CUS0007416,BK00006347,Flight Delay Complaint,2025-09-20,Closed,High
SUP005122,CUS0045426,BK00086734,Flight Delay Complaint,2026-08-02,Closed,High
SUP005123,CUS0026920,BK00013675,Baggage Complaint,2024-02-27,In Progress,Medium
SUP005124,CUS0044489,,Seat Change Request,2025-08-27,Closed,Medium
SUP005125,CUS0003265,BK00139266,Refund Request,2026-02-24,Closed,Medium
SUP005126,CUS0010645,BK00042066,Flight Delay Complaint,2024-12-14,Closed,Medium
SUP005127,CUS0049789,BK00042452,General Inquiry,2026-01-19,In Progress,Medium
SUP005128,CUS0050385,,Flight Delay Complaint,2024-05-24,Closed,Low
SUP005129,CUS0016588,BK00066026,General Inquiry,2025-01-20,Open,Low
SUP005130,CUS0006910,,Baggage Complaint,2025-10-14,Closed,Medium
SUP005131,CUS0031359,BK00026851,Booking Issue,2024-03-26,Resolved,Medium
SUP005132,CUS0014276,BK00071971,Loyalty Points Issue,2025-08-05,Open,Low
SUP005133,CUS0045581,BK00037890,Refund Request,2025-06-08,Resolved,Medium
SUP005134,CUS0013121,BK00084118,Booking Issue,2024-05-23,Resolved,High
SUP005135,CUS0035100,BK00069379,Loyalty Points Issue,2026-05-28,Open,Medium
SUP005136,CUS0016722,BK00096725,Flight Delay Complaint,2025-09-21,Closed,Medium
SUP005137,CUS0038951,,Refund Request,2024-02-01,Closed,High
SUP005138,CUS0040911,,General Inquiry,2026-04-04,Closed,Medium
SUP005139,CUS0013809,BK00046292,Baggage Complaint,2024-10-13,Closed,Medium
SUP005140,CUS0029962,BK00079459,Refund Request,2024-01-06,Closed,Medium
SUP005141,CUS0033157,BK00125338,Refund Request,2024-12-04,Resolved,Low
SUP005142,CUS0035637,BK00131344,Seat Change Request,2026-05-16,Resolved,Medium
SUP005143,CUS0024782,BK00072929,General Inquiry,2025-01-11,Closed,Medium
SUP005144,CUS0011110,BK00132042,Baggage Complaint,2025-05-14,Closed,Medium
SUP005145,CUS0038603,BK00027303,Baggage Complaint,2024-03-06,Resolved,Medium
SUP005146,CUS0051375,BK00004220,Loyalty Points Issue,2024-05-31,In Progress,Low
SUP005147,CUS0026999,BK00015993,Loyalty Points Issue,2026-04-24,In Progress,Medium
SUP005148,CUS0054009,BK00131780,Website/App Issue,2024-04-11,Closed,High
SUP005149,CUS0059989,,Flight Delay Complaint,2024-10-30,Resolved,Low
SUP005150,CUS0013281,BK00065187,General Inquiry,2026-02-24,Closed,Low
SUP005151,CUS0039535,BK00079513,Loyalty Points Issue,2024-03-18,Closed,Low
SUP005152,CUS0031088,BK00123257,Baggage Complaint,2025-02-01,Closed,Low
SUP005153,CUS0020292,BK00129485,General Inquiry,2025-12-16,Closed,High
SUP005154,CUS0037457,BK00089536,Loyalty Points Issue,2026-02-13,Resolved,High
SUP005155,CUS0059869,BK00069020,Website/App Issue,2024-07-05,Closed,Medium
SUP005156,CUS0038327,BK00106553,Seat Change Request,2024-09-09,Closed,Medium
SUP005157,CUS0038624,,Website/App Issue,2024-02-28,Closed,Low
SUP005158,CUS0010276,BK00138591,Loyalty Points Issue,2024-10-20,Closed,Low
SUP005159,CUS0023918,BK00020480,General Inquiry,2024-06-03,In Progress,Medium
SUP005160,CUS0029503,,Refund Request,2025-09-25,Open,Low
SUP005161,CUS0020454,BK00086819,Baggage Complaint,2025-11-16,Open,High
SUP005162,CUS0026655,BK00010175,Website/App Issue,2025-01-21,Resolved,High
SUP005163,CUS0012544,BK00061072,Booking Issue,2026-02-16,Closed,Low
SUP005164,CUS0027350,BK00124547,General Inquiry,2026-07-31,Resolved,High
SUP005165,CUS0058313,,General Inquiry,2024-10-04,Closed,Low
SUP005166,CUS0046936,BK00034623,Flight Delay Complaint,2025-01-06,Closed,Medium
SUP005167,CUS0043353,,Baggage Complaint,2025-12-06,Closed,Medium
SUP005168,CUS0025300,,Seat Change Request,2024-01-17,Closed,High
SUP005169,CUS0007043,,General Inquiry,2024-01-20,Closed,Low
SUP005170,CUS0008164,,Booking Issue,2024-08-15,Closed,Low
SUP005171,CUS0015331,,Refund Request,2025-11-15,Closed,High
SUP005172,CUS0058999,BK00100283,General Inquiry,2025-01-13,Resolved,High
SUP005173,CUS0051503,BK00066590,General Inquiry,2026-02-10,Closed,High
SUP005174,CUS0032682,BK00119640,Baggage Complaint,2025-02-21,Closed,Medium
SUP005175,CUS0040893,,Refund Request,2025-05-27,In Progress,Medium
SUP005176,CUS0051417,BK00032862,Website/App Issue,2025-04-01,Resolved,Low
SUP005177,CUS0052943,,Seat Change Request,2024-01-09,In Progress,Low
SUP005178,CUS0058089,BK00148832,Flight Delay Complaint,2026-02-28,Resolved,High
SUP005179,CUS0029694,BK00087221,Seat Change Request,2026-08-01,Closed,Low
SUP005180,CUS0001106,BK00043269,Booking Issue,2025-12-14,In Progress,Medium
SUP005181,CUS0058007,BK00032739,Website/App Issue,2025-12-24,Resolved,Low
SUP005182,CUS0050943,,General Inquiry,2025-01-23,Resolved,Urgent
SUP005183,CUS0012452,BK00130972,Booking Issue,2026-03-01,Resolved,Low
SUP005184,CUS0052315,BK00073349,Booking Issue,2025-07-30,Resolved,Medium
SUP005185,CUS0057729,BK00025396,Loyalty Points Issue,2026-05-17,Resolved,Medium
SUP005186,CUS0030065,,Booking Issue,2025-02-05,Resolved,Medium
SUP005187,CUS0034016,BK00118303,Loyalty Points Issue,2026-03-18,In Progress,Low
SUP005188,CUS0006028,,Booking Issue,2025-01-04,Resolved,High
SUP005189,CUS0018935,BK00047197,Loyalty Points Issue,2024-01-20,Resolved,Medium
SUP005190,CUS0026685,BK00120594,General Inquiry,2024-09-18,Resolved,Medium
SUP005191,CUS0046891,BK00066029,Booking Issue,2024-10-19,Resolved,Low
SUP005192,CUS0009114,BK00109251,Booking Issue,2024-05-22,Resolved,Low
SUP005193,CUS0057565,BK00143929,Seat Change Request,2025-01-30,In Progress,Urgent
SUP005194,CUS0054199,,Refund Request,2026-05-07,In Progress,Low
SUP005195,CUS0052004,BK00101710,Refund Request,2025-05-11,Resolved,High
SUP005196,CUS0041611,,Refund Request,2026-06-26,In Progress,Low
SUP005197,CUS0019542,BK00074833,Baggage Complaint,2025-08-30,Closed,Low
SUP005198,CUS0053287,BK00050901,Loyalty Points Issue,2026-01-21,Closed,Medium
SUP005199,CUS0050979,BK00065624,Booking Issue,2025-09-24,Resolved,High
SUP005200,CUS0045347,BK00021007,Baggage Complaint,2025-02-18,In Progress,Low
SUP005201,CUS0003749,BK00120204,Booking Issue,2024-11-05,In Progress,Low
SUP005202,CUS0011397,BK00053359,Refund Request,2026-04-27,Closed,Urgent
SUP005203,CUS0053240,BK00100786,Seat Change Request,2025-10-26,Closed,Low
SUP005204,CUS0029484,,Loyalty Points Issue,2025-01-03,In Progress,Medium
SUP005205,CUS0039484,BK00011959,Baggage Complaint,2024-10-31,Closed,Medium
SUP005206,CUS0053941,BK00062432,Booking Issue,2025-03-29,Closed,High
SUP005207,CUS0043222,,General Inquiry,2025-02-14,Closed,Urgent
SUP005208,CUS0008908,,Website/App Issue,2024-12-02,Closed,Medium
SUP005209,CUS0027314,,General Inquiry,2025-04-09,Resolved,High
SUP005210,CUS0038404,,Website/App Issue,2026-02-13,Resolved,Medium
SUP005211,CUS0056772,,Booking Issue,2025-07-10,Closed,Medium
SUP005212,CUS0018634,BK00094131,Seat Change Request,2025-09-12,Resolved,Low
SUP005213,CUS0034879,,Website/App Issue,2025-12-22,Closed,Low
SUP005214,CUS0043042,BK00081291,Booking Issue,2025-04-06,Closed,Medium
SUP005215,CUS0059034,,Refund Request,2026-04-19,Closed,Medium
SUP005216,CUS0026580,BK00011575,Booking Issue,2025-08-10,In Progress,Medium
SUP005217,CUS0006237,,Seat Change Request,2025-06-28,Resolved,High
SUP005218,CUS0028777,,General Inquiry,2025-01-04,Closed,Low
SUP005219,CUS0028513,BK00079879,Website/App Issue,2026-04-11,Resolved,High
SUP005220,CUS0013138,BK00028087,Website/App Issue,2024-10-06,Closed,Medium
SUP005221,CUS0053764,BK00004685,Seat Change Request,2024-09-11,Resolved,Medium
SUP005222,CUS0023428,BK00103418,General Inquiry,2025-08-13,Closed,Urgent
SUP005223,CUS0042927,,General Inquiry,2025-09-01,Open,High
SUP005224,CUS0015951,BK00141328,Flight Delay Complaint,2024-03-31,Open,Medium
SUP005225,CUS0037095,,Refund Request,2024-03-15,Closed,Low
SUP005226,CUS0058062,,Website/App Issue,2026-05-18,Closed,Medium
SUP005227,CUS0007750,BK00008883,Booking Issue,2024-06-16,In Progress,Low
SUP005228,CUS0058722,BK00122732,General Inquiry,2026-01-08,Closed,Medium
SUP005229,CUS0051761,,Flight Delay Complaint,2026-06-25,Closed,High
SUP005230,CUS0023069,,Booking Issue,2026-02-01,Resolved,Low
SUP005231,CUS0014670,,Loyalty Points Issue,2025-07-08,Closed,Medium
SUP005232,CUS0046376,BK00022666,Booking Issue,2025-09-02,Closed,Low
SUP005233,CUS0005078,,Website/App Issue,2025-01-18,Closed,Medium
SUP005234,CUS0055799,BK00119160,General Inquiry,2026-03-27,Closed,High
SUP005235,CUS0024335,,General Inquiry,2024-08-09,In Progress,Low
SUP005236,CUS0040444,BK00094572,Baggage Complaint,2025-06-26,In Progress,Urgent
SUP005237,CUS0024922,,Loyalty Points Issue,2025-12-17,Closed,High
SUP005238,CUS0015127,,Loyalty Points Issue,2026-03-27,Closed,Urgent
SUP005239,CUS0016041,BK00044735,Baggage Complaint,2026-01-20,Closed,Medium
SUP005240,CUS0044186,BK00056428,Refund Request,2025-12-09,Closed,Low
SUP005241,CUS0029982,BK00042713,Booking Issue,2025-03-17,In Progress,Low
SUP005242,CUS0002163,BK00141163,Baggage Complaint,2025-11-28,Open,Medium
SUP005243,CUS0008275,BK00015038,Loyalty Points Issue,2025-07-12,Closed,Low
SUP005244,CUS0012369,BK00074799,Seat Change Request,2025-09-09,Closed,Medium
SUP005245,CUS0054024,BK00001929,Booking Issue,2026-01-23,In Progress,High
SUP005246,CUS0007019,BK00055526,Flight Delay Complaint,2025-06-24,Resolved,Low
SUP005247,CUS0013747,BK00082724,Seat Change Request,2025-04-05,Resolved,Medium
SUP005248,CUS0059058,BK00051343,Seat Change Request,2026-01-06,Closed,Low
SUP005249,CUS0028825,BK00142041,Baggage Complaint,2025-07-08,Resolved,Medium
SUP005250,CUS0019943,BK00102554,Booking Issue,2024-07-20,Open,High
SUP005251,CUS0023133,BK00143898,Refund Request,2024-02-16,Resolved,High
SUP005252,CUS0038083,,Booking Issue,2024-06-02,Resolved,Medium
SUP005253,CUS0030792,BK00080890,Loyalty Points Issue,2024-11-08,Closed,Medium
SUP005254,CUS0044491,BK00023786,Seat Change Request,2026-05-04,Closed,Low
SUP005255,CUS0015788,BK00082001,Website/App Issue,2026-04-25,Closed,Low
SUP005256,CUS0050625,,Refund Request,2026-07-27,In Progress,Medium
SUP005257,CUS0051821,BK00116485,General Inquiry,2026-07-09,Resolved,Low
SUP005258,CUS0037303,BK00148644,Website/App Issue,2024-01-02,Closed,Medium
SUP005259,CUS0049896,,Website/App Issue,2026-07-07,Closed,High
SUP005260,CUS0042554,BK00087134,Baggage Complaint,2025-08-06,Closed,Low
SUP005261,CUS0056003,BK00009985,Flight Delay Complaint,2024-01-07,Resolved,Medium
SUP005262,CUS0052026,,General Inquiry,2024-11-18,Open,Low
SUP005263,CUS0010973,BK00116437,Refund Request,2025-02-15,Resolved,Medium
SUP005264,CUS0054707,BK00051165,Booking Issue,2025-02-12,In Progress,Low
SUP005265,CUS0000482,BK00100218,Website/App Issue,2025-03-26,Closed,Urgent
SUP005266,CUS0042256,,Loyalty Points Issue,2026-05-26,Closed,Urgent
SUP005267,CUS0018332,,Baggage Complaint,2025-08-02,Open,Medium
SUP005268,CUS0012573,BK00032384,Booking Issue,2025-12-10,Resolved,Low
SUP005269,CUS0043158,,Flight Delay Complaint,2024-09-23,Resolved,Medium
SUP005270,CUS0016917,,Flight Delay Complaint,2025-02-09,Open,Low
SUP005271,CUS0011427,,Refund Request,2025-02-08,Resolved,Medium
SUP005272,CUS0029549,,Website/App Issue,2026-02-09,Closed,High
SUP005273,CUS0029177,,Refund Request,2025-09-02,Closed,Urgent
SUP005274,CUS0032437,,Seat Change Request,2024-11-11,In Progress,Low
SUP005275,CUS0015799,BK00029644,Baggage Complaint,2025-01-17,Closed,Medium
SUP005276,CUS0045568,BK00100543,Booking Issue,2025-06-28,Closed,Medium
SUP005277,CUS0008970,,Baggage Complaint,2026-06-15,Resolved,Low
SUP005278,CUS0001904,BK00057341,Refund Request,2025-08-05,Closed,Low
SUP005279,CUS0044636,,Booking Issue,2025-04-06,Closed,High
SUP005280,CUS0050418,,Seat Change Request,2025-03-06,Resolved,Low
SUP005281,CUS0040529,BK00134892,Website/App Issue,2024-04-12,In Progress,Medium
SUP005282,CUS0036999,BK00017405,Loyalty Points Issue,2024-09-23,Open,High
SUP005283,CUS0038620,BK00070999,General Inquiry,2026-01-25,Closed,Medium
SUP005284,CUS0009233,BK00103070,Website/App Issue,2024-01-21,In Progress,Medium
SUP005285,CUS0022379,BK00029077,Seat Change Request,2025-07-27,Resolved,High
SUP005286,CUS0013340,,General Inquiry,2025-08-19,Resolved,Low
SUP005287,CUS0051636,,General Inquiry,2026-03-04,Open,Low
SUP005288,CUS0016800,BK00034131,Booking Issue,2026-05-05,In Progress,High
SUP005289,CUS0051401,BK00052120,Loyalty Points Issue,2024-07-31,Closed,Medium
SUP005290,CUS0020584,BK00089827,Loyalty Points Issue,2025-09-12,Closed,Medium
SUP005291,CUS0025186,BK00000333,General Inquiry,2024-02-20,Resolved,Urgent
SUP005292,CUS0040364,,General Inquiry,2024-11-22,Closed,Low
SUP005293,CUS0000654,,Refund Request,2024-11-22,Open,High
SUP005294,CUS0038155,BK00020598,Baggage Complaint,2026-01-11,Resolved,Medium
SUP005295,CUS0007669,,Seat Change Request,2025-06-22,Closed,Low
SUP005296,CUS0012136,BK00083885,Loyalty Points Issue,2024-12-18,Closed,Medium
SUP005297,CUS0029594,BK00089555,Website/App Issue,2026-07-21,In Progress,Medium
SUP005298,CUS0016375,,Seat Change Request,2025-03-11,In Progress,Urgent
SUP005299,CUS0047675,BK00148705,Refund Request,2024-11-23,Resolved,High
SUP005300,CUS0006638,BK00035690,Refund Request,2024-05-13,Resolved,Low
SUP005301,CUS0054505,,Website/App Issue,2025-02-06,In Progress,Medium
SUP005302,CUS0009579,,General Inquiry,2025-02-15,Resolved,Low
SUP005303,CUS0052625,BK00030963,Flight Delay Complaint,2025-03-06,Resolved,Medium
SUP005304,CUS0000656,BK00029322,Seat Change Request,2025-02-04,Closed,Medium
SUP005305,CUS0028100,BK00114900,Flight Delay Complaint,2025-10-07,In Progress,High
SUP005306,CUS0021688,,Flight Delay Complaint,2026-04-05,Closed,Medium
SUP005307,CUS0004067,BK00106503,Refund Request,2025-10-14,Resolved,Medium
SUP005308,CUS0022947,BK00029189,Website/App Issue,2025-09-01,Closed,Medium
SUP005309,CUS0056431,,Seat Change Request,2026-04-14,Closed,Low
SUP005310,CUS0043614,BK00133419,General Inquiry,2025-11-29,Resolved,High
SUP005311,CUS0018768,BK00003736,Flight Delay Complaint,2024-07-18,Resolved,Low
SUP005312,CUS0010838,BK00124300,Flight Delay Complaint,2026-01-16,Resolved,Low
SUP005313,CUS0046803,BK00110077,Baggage Complaint,2025-11-12,Open,Medium
SUP005314,CUS0036811,BK00026536,Booking Issue,2026-04-02,Open,High
SUP005315,CUS0056644,BK00133265,General Inquiry,2025-03-19,In Progress,Medium
SUP005316,CUS0059211,BK00015773,Flight Delay Complaint,2026-03-30,Resolved,Low
SUP005317,CUS0020319,BK00022417,General Inquiry,2025-08-23,In Progress,Low
SUP005318,CUS0015382,,General Inquiry,2025-01-05,Closed,Medium
SUP005319,CUS0042874,,Baggage Complaint,2025-05-02,Closed,Low
SUP005320,CUS0054945,BK00127390,Loyalty Points Issue,2025-04-19,Resolved,Medium
SUP005321,CUS0056017,BK00101069,Seat Change Request,2024-10-28,Resolved,Low
SUP005322,CUS0036611,,General Inquiry,2025-12-03,Resolved,Medium
SUP005323,CUS0045698,BK00043062,General Inquiry,2025-12-02,Closed,Medium
SUP005324,CUS0016680,,Seat Change Request,2025-08-22,Closed,Low
SUP005325,CUS0024788,,Website/App Issue,2024-01-17,Resolved,Low
SUP005326,CUS0019447,,General Inquiry,2025-08-25,Open,Low
SUP005327,CUS0020680,,Flight Delay Complaint,2024-09-21,Open,Low
SUP005328,CUS0003724,BK00104228,Website/App Issue,2025-09-15,Closed,Low
SUP005329,CUS0024310,BK00025574,Booking Issue,2024-08-20,Resolved,High
SUP005330,CUS0016779,BK00029451,Website/App Issue,2026-03-08,Closed,Urgent
SUP005331,CUS0016588,,Website/App Issue,2024-07-21,Open,Medium
SUP005332,CUS0000578,BK00085516,Booking Issue,2024-07-29,Closed,Medium
SUP005333,CUS0000322,,Seat Change Request,2026-05-22,In Progress,Medium
SUP005334,CUS0045345,BK00004706,Loyalty Points Issue,2026-06-30,In Progress,Urgent
SUP005335,CUS0027594,,Baggage Complaint,2026-04-13,Resolved,Urgent
SUP005336,CUS0022719,,Website/App Issue,2024-04-27,Closed,Low
SUP005337,CUS0022926,BK00026829,Baggage Complaint,2026-03-21,Resolved,Medium
SUP005338,CUS0040270,BK00011819,Flight Delay Complaint,2024-08-13,Resolved,High
SUP005339,CUS0039033,,Loyalty Points Issue,2025-03-04,Open,Medium
SUP005340,CUS0051078,BK00109466,General Inquiry,2025-06-29,Resolved,Medium
SUP005341,CUS0049286,BK00044370,Website/App Issue,2024-10-20,Closed,Low
SUP005342,CUS0035610,,Loyalty Points Issue,2025-04-15,Closed,High
SUP005343,CUS0010790,BK00015524,Baggage Complaint,2026-06-26,Resolved,Medium
SUP005344,CUS0057161,,Seat Change Request,2025-08-11,Closed,Medium
SUP005345,CUS0017378,,Flight Delay Complaint,2025-06-15,Resolved,Low
SUP005346,CUS0012202,BK00060328,Baggage Complaint,2025-06-27,Closed,Low
SUP005347,CUS0056926,BK00058979,Website/App Issue,2025-08-22,Resolved,Low
SUP005348,CUS0055736,,Website/App Issue,2026-04-05,Open,Medium
SUP005349,CUS0045404,,Seat Change Request,2025-12-22,Closed,Low
SUP005350,CUS0031989,BK00090412,Booking Issue,2024-07-12,Open,High
SUP005351,CUS0029816,,Baggage Complaint,2024-12-02,Closed,High
SUP005352,CUS0013289,BK00007625,General Inquiry,2026-05-28,Closed,Low
SUP005353,CUS0033212,BK00101205,Baggage Complaint,2024-05-22,Resolved,High
SUP005354,CUS0045924,BK00025500,Seat Change Request,2025-11-05,Closed,High
SUP005355,CUS0041437,BK00073074,General Inquiry,2024-08-30,Resolved,Medium
SUP005356,CUS0048488,,Website/App Issue,2025-08-24,Open,Medium
SUP005357,CUS0036423,,Seat Change Request,2025-01-23,Open,Low
SUP005358,CUS0000715,,General Inquiry,2025-06-01,In Progress,Low
SUP005359,CUS0044765,BK00060111,Seat Change Request,2026-05-07,Closed,Low
SUP005360,CUS0030610,BK00086569,Flight Delay Complaint,2025-11-29,Resolved,High
