delay_id,flight_id,delay_minutes,delay_reason
DLY002025,FLT0016514,153,Late Aircraft Arrival
DLY002026,FLT0016528,151,Weather
DLY002027,FLT0016531,34,Weather
DLY002028,FLT0016532,127,Air Traffic Control
DLY002029,FLT0016534,94,Weather
DLY002030,FLT0016542,229,Mechanical Issue
DLY002031,FLT0016545,54,Late Aircraft Arrival
DLY002032,FLT0016550,182,Air Traffic Control
DLY002033,FLT0016551,100,Late Aircraft Arrival
DLY002034,FLT0016560,135,Air Traffic Control
DLY002035,FLT0016566,106,Airport Operations
DLY002036,FLT0016568,51,Late Aircraft Arrival
DLY002037,FLT0016569,162,Crew Availability
DLY002038,FLT0016576,142,Mechanical Issue
DLY002039,FLT0016580,16,Late Aircraft Arrival
DLY002040,FLT0016598,57,Air Traffic Control
DLY002041,FLT0016605,108,Security
DLY002042,FLT0016610,180,Air Traffic Control
DLY002043,FLT0016612,107,Weather
DLY002044,FLT0016627,134,Airport Operations
DLY002045,FLT0016630,177,Air Traffic Control
DLY002046,FLT0016653,74,Late Aircraft Arrival
DLY002047,FLT0016668,226,Security
DLY002048,FLT0016682,34,Airport Operations
DLY002049,FLT0016702,72,Crew Availability
DLY002050,FLT0016711,188,Mechanical Issue
DLY002051,FLT0016720,32,Airport Operations
DLY002052,FLT0016729,109,Air Traffic Control
DLY002053,FLT0016770,109,Crew Availability
DLY002054,FLT0016792,114,Security
DLY002055,FLT0016801,119,Air Traffic Control
DLY002056,FLT0016804,108,Mechanical Issue
DLY002057,FLT0016849,116,Mechanical Issue
DLY002058,FLT0016857,142,Late Aircraft Arrival
DLY002059,FLT0016858,193,Security
DLY002060,FLT0016861,39,Crew Availability
DLY002061,FLT0016877,89,Airport Operations
DLY002062,FLT0016905,234,Late Aircraft Arrival
DLY002063,FLT0016918,56,Mechanical Issue
DLY002064,FLT0016922,164,Mechanical Issue
DLY002065,FLT0016928,230,Late Aircraft Arrival
DLY002066,FLT0016929,117,Airport Operations
DLY002067,FLT0016946,130,Air Traffic Control
DLY002068,FLT0016949,129,Weather
DLY002069,FLT0016950,153,Air Traffic Control
DLY002070,FLT0016953,104,Mechanical Issue
DLY002071,FLT0016955,231,Mechanical Issue
DLY002072,FLT0016968,68,Crew Availability
DLY002073,FLT0016971,214,Air Traffic Control
DLY002074,FLT0016974,75,Weather
DLY002075,FLT0016976,84,Mechanical Issue
DLY002076,FLT0016991,50,Security
DLY002077,FLT0016992,96,Air Traffic Control
DLY002078,FLT0017018,67,Security
DLY002079,FLT0017029,93,Air Traffic Control
DLY002080,FLT0017046,108,Air Traffic Control
DLY002081,FLT0017054,31,Air Traffic Control
DLY002082,FLT0017059,58,Security
DLY002083,FLT0017061,128,Crew Availability
DLY002084,FLT0017062,106,Weather
DLY002085,FLT0017063,239,Weather
DLY002086,FLT0017072,209,Crew Availability
DLY002087,FLT0017081,40,Weather
DLY002088,FLT0017093,81,Weather
DLY002089,FLT0017094,217,Airport Operations
DLY002090,FLT0017108,45,Late Aircraft Arrival
DLY002091,FLT0017112,70,Mechanical Issue
DLY002092,FLT0017120,17,Air Traffic Control
DLY002093,FLT0017125,200,Airport Operations
DLY002094,FLT0017131,22,Crew Availability
DLY002095,FLT0017134,94,Airport Operations
DLY002096,FLT0017138,43,Security
DLY002097,FLT0017142,108,Airport Operations
DLY002098,FLT0017143,160,Air Traffic Control
DLY002099,FLT0017146,91,Security
DLY002100,FLT0017161,80,Late Aircraft Arrival
DLY002101,FLT0017162,230,Airport Operations
DLY002102,FLT0017195,175,Air Traffic Control
DLY002103,FLT0017200,106,Air Traffic Control
DLY002104,FLT0017214,88,Late Aircraft Arrival
DLY002105,FLT0017248,152,Mechanical Issue
DLY002106,FLT0017250,210,Security
DLY002107,FLT0017284,163,Crew Availability
DLY002108,FLT0017294,111,Security
DLY002109,FLT0017301,219,Mechanical Issue
DLY002110,FLT0017309,233,Weather
DLY002111,FLT0017314,212,Air Traffic Control
DLY002112,FLT0017316,89,Weather
DLY002113,FLT0017327,223,Weather
DLY002114,FLT0017329,212,Airport Operations
DLY002115,FLT0017335,79,Weather
DLY002116,FLT0017336,55,Crew Availability
DLY002117,FLT0017343,156,Air Traffic Control
DLY002118,FLT0017351,185,Weather
DLY002119,FLT0017356,71,Crew Availability
DLY002120,FLT0017362,157,Airport Operations
DLY002121,FLT0017372,67,Crew Availability
DLY002122,FLT0017384,118,Security
DLY002123,FLT0017396,228,Mechanical Issue
DLY002124,FLT0017399,185,Airport Operations
DLY002125,FLT0017404,191,Security
DLY002126,FLT0017409,92,Weather
DLY002127,FLT0017411,26,Airport Operations
DLY002128,FLT0017415,236,Security
DLY002129,FLT0017419,76,Security
DLY002130,FLT0017427,222,Security
DLY002131,FLT0017433,85,Airport Operations
DLY002132,FLT0017436,235,Late Aircraft Arrival
DLY002133,FLT0017441,15,Security
DLY002134,FLT0017444,43,Late Aircraft Arrival
DLY002135,FLT0017447,164,Weather
DLY002136,FLT0017464,141,Airport Operations
DLY002137,FLT0017470,151,Late Aircraft Arrival
DLY002138,FLT0017473,107,Weather
DLY002139,FLT0017476,114,Airport Operations
DLY002140,FLT0017493,73,Airport Operations
DLY002141,FLT0017498,36,Mechanical Issue
DLY002142,FLT0017517,224,Security
DLY002143,FLT0017526,235,Security
DLY002144,FLT0017537,231,Weather
DLY002145,FLT0017544,196,Airport Operations
DLY002146,FLT0017557,107,Weather
DLY002147,FLT0017561,82,Weather
DLY002148,FLT0017562,73,Weather
DLY002149,FLT0017567,220,Late Aircraft Arrival
DLY002150,FLT0017570,200,Airport Operations
DLY002151,FLT0017574,33,Mechanical Issue
DLY002152,FLT0017576,231,Mechanical Issue
DLY002153,FLT0017581,121,Airport Operations
DLY002154,FLT0017582,139,Crew Availability
DLY002155,FLT0017584,233,Late Aircraft Arrival
DLY002156,FLT0017595,23,Security
DLY002157,FLT0017601,201,Weather
DLY002158,FLT0017602,209,Security
DLY002159,FLT0017604,81,Airport Operations
DLY002160,FLT0017606,219,Security
DLY002161,FLT0017613,230,Mechanical Issue
DLY002162,FLT0017615,61,Late Aircraft Arrival
DLY002163,FLT0017626,45,Security
DLY002164,FLT0017645,45,Security
DLY002165,FLT0017663,128,Air Traffic Control
DLY002166,FLT0017667,33,Mechanical Issue
DLY002167,FLT0017671,153,Airport Operations
DLY002168,FLT0017678,47,Air Traffic Control
DLY002169,FLT0017686,229,Security
DLY002170,FLT0017687,37,Security
DLY002171,FLT0017692,232,Security
DLY002172,FLT0017693,185,Weather
DLY002173,FLT0017695,228,Airport Operations
DLY002174,FLT0017703,70,Late Aircraft Arrival
DLY002175,FLT0017706,118,Weather
DLY002176,FLT0017709,142,Late Aircraft Arrival
DLY002177,FLT0017712,139,Weather
DLY002178,FLT0017726,87,Airport Operations
DLY002179,FLT0017733,22,Late Aircraft Arrival
DLY002180,FLT0017738,191,Crew Availability
DLY002181,FLT0017742,52,Security
DLY002182,FLT0017744,212,Crew Availability
DLY002183,FLT0017749,139,Air Traffic Control
DLY002184,FLT0017753,170,Air Traffic Control
DLY002185,FLT0017769,141,Mechanical Issue
DLY002186,FLT0017772,134,Security
DLY002187,FLT0017776,44,Security
DLY002188,FLT0017777,98,Crew Availability
DLY002189,FLT0017781,67,Late Aircraft Arrival
DLY002190,FLT0017782,33,Late Aircraft Arrival
DLY002191,FLT0017791,222,Crew Availability
DLY002192,FLT0017793,20,Air Traffic Control
DLY002193,FLT0017803,47,Weather
DLY002194,FLT0017815,154,Mechanical Issue
DLY002195,FLT0017821,18,Crew Availability
DLY002196,FLT0017824,151,Airport Operations
DLY002197,FLT0017827,63,Air Traffic Control
DLY002198,FLT0017836,192,Late Aircraft Arrival
DLY002199,FLT0017839,166,Mechanical Issue
DLY002200,FLT0017857,147,Late Aircraft Arrival
DLY002201,FLT0017861,96,Crew Availability
DLY002202,FLT0017866,49,Security
DLY002203,FLT0017868,162,Late Aircraft Arrival
DLY002204,FLT0017875,227,Mechanical Issue
DLY002205,FLT0017891,219,Late Aircraft Arrival
DLY002206,FLT0017900,124,Air Traffic Control
DLY002207,FLT0017902,163,Weather
DLY002208,FLT0017905,227,Weather
DLY002209,FLT0017908,105,Air Traffic Control
DLY002210,FLT0017927,166,Air Traffic Control
DLY002211,FLT0017929,58,Airport Operations
DLY002212,FLT0017940,112,Late Aircraft Arrival
DLY002213,FLT0017960,108,Mechanical Issue
DLY002214,FLT0017961,128,Airport Operations
DLY002215,FLT0017966,15,Air Traffic Control
DLY002216,FLT0017969,213,Crew Availability
DLY002217,FLT0017971,158,Crew Availability
DLY002218,FLT0017973,168,Security
DLY002219,FLT0017974,209,Late Aircraft Arrival
DLY002220,FLT0017980,227,Weather
DLY002221,FLT0017997,48,Airport Operations
DLY002222,FLT0017998,235,Security
DLY002223,FLT0018000,86,Security
DLY002224,FLT0018009,19,Air Traffic Control
DLY002225,FLT0018012,83,Weather
DLY002226,FLT0018017,108,Air Traffic Control
DLY002227,FLT0018033,25,Late Aircraft Arrival
DLY002228,FLT0018041,86,Crew Availability
DLY002229,FLT0018053,144,Airport Operations
DLY002230,FLT0018054,214,Late Aircraft Arrival
DLY002231,FLT0018057,233,Air Traffic Control
DLY002232,FLT0018064,159,Security
DLY002233,FLT0018065,100,Crew Availability
DLY002234,FLT0018085,69,Airport Operations
DLY002235,FLT0018097,182,Crew Availability
DLY002236,FLT0018108,40,Late Aircraft Arrival
DLY002237,FLT0018109,131,Late Aircraft Arrival
DLY002238,FLT0018123,82,Mechanical Issue
DLY002239,FLT0018139,91,Crew Availability
DLY002240,FLT0018142,137,Crew Availability
DLY002241,FLT0018145,112,Crew Availability
DLY002242,FLT0018149,144,Air Traffic Control
DLY002243,FLT0018150,134,Late Aircraft Arrival
DLY002244,FLT0018152,171,Air Traffic Control
DLY002245,FLT0018155,74,Crew Availability
DLY002246,FLT0018159,16,Mechanical Issue
DLY002247,FLT0018167,204,Weather
DLY002248,FLT0018170,230,Air Traffic Control
DLY002249,FLT0018172,34,Crew Availability
DLY002250,FLT0018173,231,Weather
DLY002251,FLT0018179,59,Weather
DLY002252,FLT0018195,99,Mechanical Issue
DLY002253,FLT0018203,151,Air Traffic Control
DLY002254,FLT0018223,176,Air Traffic Control
DLY002255,FLT0018230,214,Mechanical Issue
DLY002256,FLT0018234,182,Airport Operations
DLY002257,FLT0018236,112,Late Aircraft Arrival
DLY002258,FLT0018237,164,Air Traffic Control
DLY002259,FLT0018244,71,Weather
DLY002260,FLT0018255,96,Security
DLY002261,FLT0018260,235,Mechanical Issue
DLY002262,FLT0018261,223,Crew Availability
DLY002263,FLT0018295,184,Security
DLY002264,FLT0018298,97,Mechanical Issue
DLY002265,FLT0018299,165,Mechanical Issue
DLY002266,FLT0018309,134,Air Traffic Control
DLY002267,FLT0018323,103,Crew Availability
DLY002268,FLT0018329,102,Mechanical Issue
DLY002269,FLT0018332,38,Crew Availability
DLY002270,FLT0018337,96,Weather
DLY002271,FLT0018341,85,Weather
DLY002272,FLT0018348,166,Mechanical Issue
DLY002273,FLT0018354,71,Airport Operations
DLY002274,FLT0018357,73,Security
DLY002275,FLT0018358,81,Late Aircraft Arrival
DLY002276,FLT0018368,105,Airport Operations
DLY002277,FLT0018369,230,Weather
DLY002278,FLT0018382,204,Security
DLY002279,FLT0018389,156,Air Traffic Control
DLY002280,FLT0018390,143,Mechanical Issue
DLY002281,FLT0018391,163,Air Traffic Control
DLY002282,FLT0018406,239,Crew Availability
DLY002283,FLT0018411,121,Weather
DLY002284,FLT0018418,185,Security
DLY002285,FLT0018419,55,Mechanical Issue
DLY002286,FLT0018426,160,Weather
DLY002287,FLT0018427,182,Mechanical Issue
DLY002288,FLT0018429,156,Mechanical Issue
DLY002289,FLT0018436,238,Weather
DLY002290,FLT0018440,19,Late Aircraft Arrival
DLY002291,FLT0018455,114,Late Aircraft Arrival
DLY002292,FLT0018468,91,Mechanical Issue
DLY002293,FLT0018473,54,Weather
DLY002294,FLT0018489,205,Mechanical Issue
DLY002295,FLT0018513,78,Security
DLY002296,FLT0018516,228,Late Aircraft Arrival
DLY002297,FLT0018520,207,Airport Operations
DLY002298,FLT0018522,145,Airport Operations
DLY002299,FLT0018525,142,Security
DLY002300,FLT0018529,41,Weather
DLY002301,FLT0018538,203,Security
DLY002302,FLT0018545,170,Air Traffic Control
DLY002303,FLT0018554,29,Airport Operations
DLY002304,FLT0018562,104,Weather
DLY002305,FLT0018571,22,Weather
DLY002306,FLT0018576,191,Mechanical Issue
DLY002307,FLT0018578,107,Security
DLY002308,FLT0018582,83,Mechanical Issue
DLY002309,FLT0018585,94,Crew Availability
DLY002310,FLT0018595,84,Airport Operations
DLY002311,FLT0018600,57,Crew Availability
DLY002312,FLT0018603,232,Airport Operations
DLY002313,FLT0018609,121,Late Aircraft Arrival
DLY002314,FLT0018615,220,Airport Operations
DLY002315,FLT0018624,125,Airport Operations
DLY002316,FLT0018627,161,Security
DLY002317,FLT0018632,23,Weather
DLY002318,FLT0018634,217,Airport Operations
DLY002319,FLT0018639,52,Mechanical Issue
DLY002320,FLT0018640,80,Late Aircraft Arrival
DLY002321,FLT0018645,131,Air Traffic Control
DLY002322,FLT0018651,126,Crew Availability
DLY002323,FLT0018659,179,Mechanical Issue
DLY002324,FLT0018660,54,Security
DLY002325,FLT0018665,228,Mechanical Issue
DLY002326,FLT0018672,81,Air Traffic Control
DLY002327,FLT0018683,150,Crew Availability
DLY002328,FLT0018707,170,Mechanical Issue
DLY002329,FLT0018724,143,Airport Operations
DLY002330,FLT0018731,234,Weather
DLY002331,FLT0018733,120,Late Aircraft Arrival
DLY002332,FLT0018752,71,Crew Availability
DLY002333,FLT0018760,233,Crew Availability
DLY002334,FLT0018762,168,Mechanical Issue
DLY002335,FLT0018780,217,Security
DLY002336,FLT0018785,52,Security
DLY002337,FLT0018817,152,Air Traffic Control
DLY002338,FLT0018822,108,Weather
DLY002339,FLT0018823,88,Security
DLY002340,FLT0018834,150,Weather
DLY002341,FLT0018842,215,Weather
DLY002342,FLT0018850,213,Mechanical Issue
DLY002343,FLT0018869,160,Late Aircraft Arrival
DLY002344,FLT0018873,212,Crew Availability
DLY002345,FLT0018882,138,Mechanical Issue
DLY002346,FLT0018900,233,Security
DLY002347,FLT0018915,37,Late Aircraft Arrival
DLY002348,FLT0018916,69,Air Traffic Control
DLY002349,FLT0018927,27,Air Traffic Control
DLY002350,FLT0018934,57,Late Aircraft Arrival
DLY002351,FLT0018935,162,Airport Operations
DLY002352,FLT0018940,128,Crew Availability
DLY002353,FLT0018947,224,Airport Operations
DLY002354,FLT0018957,151,Air Traffic Control
DLY002355,FLT0018965,37,Weather
DLY002356,FLT0018966,209,Crew Availability
DLY002357,FLT0018979,209,Late Aircraft Arrival
DLY002358,FLT0018995,214,Airport Operations
DLY002359,FLT0018999,157,Airport Operations
DLY002360,FLT0019003,144,Air Traffic Control
DLY002361,FLT0019006,71,Late Aircraft Arrival
DLY002362,FLT0019026,73,Security
DLY002363,FLT0019040,119,Air Traffic Control
DLY002364,FLT0019041,102,Weather
DLY002365,FLT0019043,48,Late Aircraft Arrival
DLY002366,FLT0019055,64,Crew Availability
DLY002367,FLT0019062,113,Weather
DLY002368,FLT0019076,191,Weather
DLY002369,FLT0019084,152,Crew Availability
DLY002370,FLT0019089,173,Weather
DLY002371,FLT0019110,193,Weather
DLY002372,FLT0019111,127,Airport Operations
DLY002373,FLT0019114,118,Weather
DLY002374,FLT0019123,55,Late Aircraft Arrival
DLY002375,FLT0019146,153,Crew Availability
DLY002376,FLT0019176,70,Weather
DLY002377,FLT0019177,103,Crew Availability
DLY002378,FLT0019185,86,Security
DLY002379,FLT0019198,111,Air Traffic Control
DLY002380,FLT0019215,20,Air Traffic Control
DLY002381,FLT0019216,189,Mechanical Issue
DLY002382,FLT0019227,180,Crew Availability
DLY002383,FLT0019231,239,Crew Availability
DLY002384,FLT0019232,225,Late Aircraft Arrival
DLY002385,FLT0019236,166,Weather
DLY002386,FLT0019238,28,Mechanical Issue
DLY002387,FLT0019274,152,Airport Operations
DLY002388,FLT0019275,27,Air Traffic Control
DLY002389,FLT0019282,107,Security
DLY002390,FLT0019298,171,Air Traffic Control
DLY002391,FLT0019305,172,Late Aircraft Arrival
DLY002392,FLT0019309,197,Late Aircraft Arrival
DLY002393,FLT0019316,172,Mechanical Issue
DLY002394,FLT0019339,149,Mechanical Issue
DLY002395,FLT0019346,118,Mechanical Issue
DLY002396,FLT0019348,236,Air Traffic Control
DLY002397,FLT0019353,78,Late Aircraft Arrival
DLY002398,FLT0019358,75,Airport Operations
DLY002399,FLT0019360,190,Air Traffic Control
DLY002400,FLT0019370,112,Security
DLY002401,FLT0019382,30,Crew Availability
DLY002402,FLT0019385,145,Security
DLY002403,FLT0019388,239,Weather
DLY002404,FLT0019394,210,Security
DLY002405,FLT0019408,232,Security
DLY002406,FLT0019410,28,Crew Availability
DLY002407,FLT0019411,80,Airport Operations
DLY002408,FLT0019422,144,Airport Operations
DLY002409,FLT0019451,169,Airport Operations
DLY002410,FLT0019456,129,Weather
DLY002411,FLT0019457,137,Late Aircraft Arrival
DLY002412,FLT0019467,19,Late Aircraft Arrival
DLY002413,FLT0019471,59,Late Aircraft Arrival
DLY002414,FLT0019478,121,Security
DLY002415,FLT0019502,31,Airport Operations
DLY002416,FLT0019514,46,Airport Operations
DLY002417,FLT0019535,54,Security
DLY002418,FLT0019539,229,Security
DLY002419,FLT0019550,112,Security
DLY002420,FLT0019568,17,Late Aircraft Arrival
DLY002421,FLT0019569,224,Air Traffic Control
DLY002422,FLT0019586,157,Airport Operations
DLY002423,FLT0019593,88,Crew Availability
DLY002424,FLT0019597,201,Air Traffic Control
DLY002425,FLT0019599,176,Weather
DLY002426,FLT0019618,227,Weather
DLY002427,FLT0019626,28,Airport Operations
DLY002428,FLT0019651,239,Weather
DLY002429,FLT0019655,39,Mechanical Issue
DLY002430,FLT0019656,126,Airport Operations
DLY002431,FLT0019667,141,Air Traffic Control
DLY002432,FLT0019673,145,Weather
DLY002433,FLT0019695,78,Late Aircraft Arrival
DLY002434,FLT0019699,145,Airport Operations
DLY002435,FLT0019754,133,Weather
DLY002436,FLT0019755,226,Crew Availability
DLY002437,FLT0019768,177,Air Traffic Control
DLY002438,FLT0019769,142,Airport Operations
DLY002439,FLT0019776,180,Mechanical Issue
DLY002440,FLT0019797,145,Weather
DLY002441,FLT0019801,36,Air Traffic Control
DLY002442,FLT0019808,42,Airport Operations
DLY002443,FLT0019829,236,Weather
DLY002444,FLT0019844,80,Crew Availability
DLY002445,FLT0019849,177,Airport Operations
DLY002446,FLT0019858,157,Mechanical Issue
DLY002447,FLT0019866,202,Airport Operations
DLY002448,FLT0019888,227,Crew Availability
DLY002449,FLT0019894,77,Air Traffic Control
DLY002450,FLT0019901,56,Mechanical Issue
DLY002451,FLT0019902,99,Weather
DLY002452,FLT0019906,179,Mechanical Issue
DLY002453,FLT0019922,182,Air Traffic Control
DLY002454,FLT0019938,127,Mechanical Issue
DLY002455,FLT0019943,130,Late Aircraft Arrival
DLY002456,FLT0019966,45,Airport Operations
DLY002457,FLT0019972,121,Mechanical Issue
DLY002458,FLT0019980,113,Security
DLY002459,FLT0019987,61,Air Traffic Control
DLY002460,FLT0020009,211,Air Traffic Control
DLY002461,FLT0020027,135,Air Traffic Control
DLY002462,FLT0020030,189,Late Aircraft Arrival
DLY002463,FLT0020033,138,Mechanical Issue
DLY002464,FLT0020035,81,Mechanical Issue
DLY002465,FLT0020043,208,Airport Operations
DLY002466,FLT0020048,232,Weather
DLY002467,FLT0020057,117,Crew Availability
DLY002468,FLT0020066,230,Mechanical Issue
DLY002469,FLT0020086,187,Late Aircraft Arrival
DLY002470,FLT0020089,52,Late Aircraft Arrival
DLY002471,FLT0020091,201,Security
DLY002472,FLT0020100,161,Weather
DLY002473,FLT0020105,233,Security
DLY002474,FLT0020109,41,Airport Operations
DLY002475,FLT0020116,206,Airport Operations
DLY002476,FLT0020141,71,Crew Availability
DLY002477,FLT0020149,156,Security
DLY002478,FLT0020155,132,Airport Operations
DLY002479,FLT0020157,126,Security
DLY002480,FLT0020180,108,Weather
DLY002481,FLT0020184,121,Weather
DLY002482,FLT0020187,211,Late Aircraft Arrival
DLY002483,FLT0020205,227,Mechanical Issue
DLY002484,FLT0020208,163,Crew Availability
DLY002485,FLT0020211,164,Airport Operations
DLY002486,FLT0020222,161,Airport Operations
DLY002487,FLT0020224,101,Mechanical Issue
DLY002488,FLT0020226,108,Crew Availability
DLY002489,FLT0020231,114,Weather
DLY002490,FLT0020250,79,Late Aircraft Arrival
DLY002491,FLT0020254,214,Crew Availability
DLY002492,FLT0020272,235,Air Traffic Control
DLY002493,FLT0020273,61,Security
DLY002494,FLT0020285,238,Crew Availability
DLY002495,FLT0020297,35,Crew Availability
DLY002496,FLT0020359,53,Airport Operations
DLY002497,FLT0020371,25,Late Aircraft Arrival
DLY002498,FLT0020393,80,Security
DLY002499,FLT0020400,114,Mechanical Issue
DLY002500,FLT0020414,172,Air Traffic Control
