history_id,aircraft_id,maintenance_date,maintenance_type,cost,next_due_date
AMH001798,ACFT00538,2022-02-19,B-Check,489049.14,2023-05-08
AMH001799,ACFT00181,2020-01-07,A-Check,221035.36,2020-08-31
AMH001800,ACFT00485,2024-07-06,A-Check,465398.88,2025-11-13
AMH001801,ACFT00156,2022-09-22,B-Check,309459.08,2023-08-14
AMH001802,ACFT00102,2021-03-18,B-Check,61710.74,2022-03-16
AMH001803,ACFT00180,2019-09-12,C-Check,490832.94,2021-03-19
AMH001804,ACFT00126,2023-05-11,A-Check,43002.4,2024-03-11
AMH001805,ACFT00276,2018-05-26,B-Check,380639.1,2019-01-14
AMH001806,ACFT00203,2024-02-05,C-Check,493987.66,2024-12-06
AMH001807,ACFT00149,2025-07-28,A-Check,214100.36,2026-11-30
AMH001808,ACFT00314,2024-11-12,D-Check,448048.94,2025-12-10
AMH001809,ACFT00009,2021-04-08,C-Check,301970.18,2022-05-09
AMH001810,ACFT00144,2023-08-17,B-Check,74979.25,2025-08-11
AMH001811,ACFT00058,2025-02-16,B-Check,487325.94,2025-05-21
AMH001812,ACFT00549,2022-02-28,C-Check,400446.51,2022-08-26
AMH001813,ACFT00046,2021-02-05,A-Check,196763.57,2022-12-27
AMH001814,ACFT00410,2026-07-18,A-Check,194465.8,2028-02-08
AMH001815,ACFT00260,2018-03-18,B-Check,351557.12,2018-10-01
AMH001816,ACFT00298,2024-11-03,B-Check,15329.91,2025-07-11
AMH001817,ACFT00018,2020-12-28,B-Check,227265.48,2022-05-26
AMH001818,ACFT00130,2020-10-24,A-Check,334918.85,2022-04-07
AMH001819,ACFT00172,2025-05-11,B-Check,202860.41,2027-02-01
AMH001820,ACFT00362,2025-12-06,B-Check,135636.78,2026-10-03
AMH001821,ACFT00533,2020-12-27,D-Check,70584.42,2022-01-09
AMH001822,ACFT00481,2018-12-03,A-Check,421805.97,2020-08-27
AMH001823,ACFT00318,2022-11-07,C-Check,179552.37,2023-08-30
AMH001824,ACFT00361,2023-06-13,B-Check,159995.47,2024-05-30
AMH001825,ACFT00435,2018-06-17,C-Check,435084.24,2019-12-31
AMH001826,ACFT00113,2020-02-15,A-Check,225965.23,2022-02-12
AMH001827,ACFT00197,2024-04-28,A-Check,399188.85,2025-07-22
AMH001828,ACFT00328,2020-02-05,A-Check,199318.59,2021-12-30
AMH001829,ACFT00018,2023-04-16,A-Check,441001.75,2024-08-17
AMH001830,ACFT00214,2020-09-02,A-Check,169345.12,2021-01-06
AMH001831,ACFT00477,2024-02-23,C-Check,142032.14,2026-01-30
AMH001832,ACFT00444,2022-06-23,B-Check,6252.85,2022-12-04
AMH001833,ACFT00216,2021-09-16,C-Check,68284.01,2022-07-25
AMH001834,ACFT00306,2021-06-13,A-Check,416417.26,2023-01-12
AMH001835,ACFT00172,2024-10-16,A-Check,38185.6,2025-12-29
AMH001836,ACFT00373,2025-03-15,A-Check,453282.22,2026-07-07
AMH001837,ACFT00305,2020-01-13,C-Check,133799.71,2020-08-23
AMH001838,ACFT00571,2024-07-20,Unscheduled Repair,211721.18,2025-04-23
AMH001839,ACFT00564,2023-11-07,C-Check,10336.43,2025-05-19
AMH001840,ACFT00168,2020-01-14,B-Check,382635.57,2022-01-09
AMH001841,ACFT00525,2018-01-18,C-Check,14185.93,2019-04-15
AMH001842,ACFT00585,2023-07-31,D-Check,272402.11,2024-09-28
AMH001843,ACFT00282,2022-07-31,C-Check,481507.02,2024-05-06
AMH001844,ACFT00544,2019-05-24,A-Check,105883.04,2021-05-09
AMH001845,ACFT00578,2025-05-23,A-Check,458367.13,2026-09-02
AMH001846,ACFT00358,2019-09-22,Unscheduled Repair,407600.35,2021-08-25
AMH001847,ACFT00312,2025-06-16,B-Check,57883.12,2026-08-01
AMH001848,ACFT00269,2023-02-17,Unscheduled Repair,255442.97,2024-11-07
AMH001849,ACFT00277,2022-12-03,B-Check,5313.95,2024-05-07
AMH001850,ACFT00428,2023-05-29,B-Check,12701.66,2025-01-27
AMH001851,ACFT00499,2020-02-24,C-Check,346924.93,2021-01-10
AMH001852,ACFT00253,2018-02-27,B-Check,226459.07,2018-06-08
AMH001853,ACFT00217,2023-02-10,D-Check,242191.87,2024-08-28
AMH001854,ACFT00145,2024-09-10,C-Check,13007.48,2025-02-15
AMH001855,ACFT00150,2019-07-07,Unscheduled Repair,265271.2,2020-09-18
AMH001856,ACFT00091,2023-10-27,C-Check,141615.72,2024-09-15
AMH001857,ACFT00463,2024-05-11,C-Check,197883.76,2026-03-13
AMH001858,ACFT00290,2024-10-26,B-Check,208077.45,2026-07-23
AMH001859,ACFT00542,2019-01-28,B-Check,207638.28,2020-05-07
AMH001860,ACFT00522,2023-07-23,B-Check,436831.39,2024-02-29
AMH001861,ACFT00500,2023-04-09,B-Check,13371.61,2023-11-03
AMH001862,ACFT00167,2025-10-30,B-Check,499227.74,2026-10-24
AMH001863,ACFT00503,2026-06-13,B-Check,299590.18,2027-04-11
AMH001864,ACFT00091,2021-02-11,B-Check,263905.85,2021-08-12
AMH001865,ACFT00106,2019-03-27,B-Check,8847.25,2020-06-02
AMH001866,ACFT00097,2018-08-22,D-Check,375834.95,2020-05-19
AMH001867,ACFT00169,2022-02-17,A-Check,61779.26,2023-05-11
AMH001868,ACFT00233,2019-09-05,A-Check,310032.54,2021-01-20
AMH001869,ACFT00171,2024-04-06,B-Check,466739.51,2025-07-11
AMH001870,ACFT00037,2021-05-20,C-Check,86279.31,2023-01-07
AMH001871,ACFT00284,2022-12-14,A-Check,18815.94,2023-07-07
AMH001872,ACFT00368,2019-04-26,Unscheduled Repair,112823.35,2020-06-18
AMH001873,ACFT00336,2021-01-17,A-Check,11109.34,2021-07-30
AMH001874,ACFT00251,2024-03-04,B-Check,295600.37,2025-01-15
AMH001875,ACFT00400,2024-03-05,A-Check,134845.16,2024-06-22
AMH001876,ACFT00432,2023-01-13,B-Check,181395.95,2024-06-13
AMH001877,ACFT00258,2025-06-12,C-Check,356389.21,2026-10-15
AMH001878,ACFT00102,2025-11-28,Unscheduled Repair,103416.02,2027-01-12
AMH001879,ACFT00092,2019-02-06,B-Check,53355.79,2019-05-16
AMH001880,ACFT00532,2024-08-07,Unscheduled Repair,49581.05,2026-01-09
AMH001881,ACFT00240,2022-10-01,B-Check,240658.85,2023-11-05
AMH001882,ACFT00487,2022-05-28,A-Check,409293.79,2022-12-09
AMH001883,ACFT00569,2023-08-27,A-Check,285578.0,2025-05-29
AMH001884,ACFT00174,2023-02-11,A-Check,184813.89,2024-04-12
AMH001885,ACFT00378,2025-11-08,B-Check,337243.56,2026-08-08
AMH001886,ACFT00314,2023-11-14,C-Check,193994.96,2025-01-19
AMH001887,ACFT00560,2022-02-20,C-Check,360549.23,2023-08-22
AMH001888,ACFT00442,2023-08-20,A-Check,427465.43,2024-08-26
AMH001889,ACFT00126,2023-11-21,B-Check,361827.34,2024-06-05
AMH001890,ACFT00053,2020-09-08,A-Check,150544.63,2021-02-13
AMH001891,ACFT00265,2022-11-29,B-Check,459086.27,2024-08-04
AMH001892,ACFT00182,2025-06-12,B-Check,246382.14,2025-10-25
AMH001893,ACFT00229,2023-09-26,A-Check,83266.27,2025-08-16
AMH001894,ACFT00189,2022-05-04,B-Check,400447.23,2022-11-03
AMH001895,ACFT00299,2026-02-13,A-Check,399778.14,2027-02-11
AMH001896,ACFT00539,2025-05-21,A-Check,368379.9,2026-11-12
AMH001897,ACFT00350,2019-01-04,A-Check,431652.55,2019-08-05
AMH001898,ACFT00025,2018-08-04,C-Check,343251.94,2019-06-12
AMH001899,ACFT00435,2022-10-24,C-Check,141197.59,2024-01-16
AMH001900,ACFT00478,2018-11-17,B-Check,195734.64,2020-09-16
AMH001901,ACFT00041,2024-04-29,B-Check,482932.36,2025-01-07
AMH001902,ACFT00265,2024-02-16,A-Check,293409.59,2025-05-24
AMH001903,ACFT00072,2022-02-02,Unscheduled Repair,450035.57,2022-10-02
AMH001904,ACFT00138,2019-01-11,Unscheduled Repair,185363.84,2020-11-10
AMH001905,ACFT00255,2019-12-11,B-Check,432276.83,2020-10-19
AMH001906,ACFT00261,2019-03-05,Unscheduled Repair,86313.66,2020-02-03
AMH001907,ACFT00116,2021-04-08,A-Check,83194.11,2022-09-04
AMH001908,ACFT00214,2023-08-20,C-Check,87572.55,2024-10-01
AMH001909,ACFT00044,2019-03-25,A-Check,330603.29,2020-09-03
AMH001910,ACFT00258,2023-03-02,B-Check,178170.31,2023-08-25
AMH001911,ACFT00419,2020-01-31,C-Check,497437.37,2020-05-08
AMH001912,ACFT00275,2018-08-15,A-Check,48496.53,2020-03-06
AMH001913,ACFT00002,2025-07-05,A-Check,254143.09,2026-03-29
AMH001914,ACFT00436,2020-08-25,A-Check,391577.68,2021-05-06
AMH001915,ACFT00570,2026-05-18,A-Check,492846.61,2028-01-20
AMH001916,ACFT00459,2018-03-11,A-Check,154325.83,2018-12-14
AMH001917,ACFT00086,2026-02-22,A-Check,177875.02,2026-09-21
AMH001918,ACFT00373,2023-03-05,A-Check,325390.27,2023-08-29
AMH001919,ACFT00338,2022-02-03,C-Check,449554.97,2022-05-30
AMH001920,ACFT00085,2025-06-22,C-Check,271165.11,2026-12-28
AMH001921,ACFT00569,2022-08-19,B-Check,408496.91,2024-02-01
AMH001922,ACFT00238,2024-11-20,A-Check,211647.91,2026-11-06
AMH001923,ACFT00067,2026-01-21,D-Check,284732.56,2027-01-27
AMH001924,ACFT00157,2022-08-16,C-Check,37918.24,2024-01-05
AMH001925,ACFT00374,2025-07-02,A-Check,395241.72,2027-04-26
AMH001926,ACFT00287,2023-01-21,B-Check,191658.38,2024-02-20
AMH001927,ACFT00517,2025-08-14,C-Check,162400.01,2027-02-01
AMH001928,ACFT00133,2024-09-14,A-Check,444686.51,2026-08-19
AMH001929,ACFT00597,2021-02-25,C-Check,415128.98,2021-11-22
AMH001930,ACFT00271,2021-05-04,A-Check,48025.11,2022-01-15
AMH001931,ACFT00577,2025-11-07,C-Check,136657.55,2027-04-27
AMH001932,ACFT00534,2024-04-30,A-Check,213986.38,2024-09-03
AMH001933,ACFT00154,2024-10-22,A-Check,387117.35,2025-07-29
AMH001934,ACFT00283,2021-11-20,A-Check,207315.15,2022-11-10
AMH001935,ACFT00408,2022-08-24,Unscheduled Repair,262750.09,2023-02-25
AMH001936,ACFT00240,2023-11-11,A-Check,468610.82,2024-11-15
AMH001937,ACFT00182,2020-06-30,A-Check,89053.89,2022-04-23
AMH001938,ACFT00418,2018-09-11,A-Check,265449.79,2019-09-12
AMH001939,ACFT00585,2022-02-04,A-Check,255259.21,2023-05-17
AMH001940,ACFT00219,2021-05-15,B-Check,433518.18,2021-11-14
AMH001941,ACFT00403,2025-03-13,A-Check,53495.05,2026-08-11
AMH001942,ACFT00561,2019-11-09,A-Check,111872.17,2021-09-17
AMH001943,ACFT00380,2023-05-30,A-Check,344533.25,2024-08-25
AMH001944,ACFT00146,2022-08-05,A-Check,321139.15,2024-02-11
AMH001945,ACFT00114,2019-04-21,B-Check,46690.17,2020-04-12
AMH001946,ACFT00419,2025-06-08,B-Check,439111.92,2027-03-05
AMH001947,ACFT00417,2021-12-10,A-Check,472791.84,2022-04-12
AMH001948,ACFT00506,2025-12-06,B-Check,81620.88,2027-05-16
AMH001949,ACFT00354,2020-04-26,A-Check,243292.54,2022-02-01
AMH001950,ACFT00004,2020-09-03,A-Check,241345.7,2021-02-20
AMH001951,ACFT00473,2020-07-06,A-Check,84629.31,2021-01-06
AMH001952,ACFT00126,2025-02-21,A-Check,8501.7,2025-08-20
AMH001953,ACFT00061,2019-02-22,A-Check,33758.0,2020-11-25
AMH001954,ACFT00366,2021-05-16,B-Check,32677.09,2021-09-15
AMH001955,ACFT00502,2018-01-31,Unscheduled Repair,331440.09,2018-05-21
AMH001956,ACFT00367,2022-07-12,B-Check,22118.55,2023-12-02
AMH001957,ACFT00330,2023-03-02,B-Check,156624.51,2024-07-08
AMH001958,ACFT00594,2025-06-20,B-Check,105808.47,2026-08-31
AMH001959,ACFT00398,2025-04-30,B-Check,351873.35,2025-10-07
AMH001960,ACFT00117,2021-09-20,B-Check,172463.74,2022-12-16
AMH001961,ACFT00452,2026-01-20,Unscheduled Repair,83337.05,2027-07-05
AMH001962,ACFT00341,2023-09-09,Unscheduled Repair,341808.41,2025-02-02
AMH001963,ACFT00126,2018-01-19,D-Check,342075.63,2019-11-13
AMH001964,ACFT00164,2021-08-26,A-Check,160068.31,2023-01-26
AMH001965,ACFT00153,2023-01-04,Unscheduled Repair,409670.17,2023-12-08
AMH001966,ACFT00508,2026-03-25,B-Check,424969.58,2026-06-30
AMH001967,ACFT00590,2025-03-29,D-Check,51609.73,2026-03-29
AMH001968,ACFT00478,2021-03-30,Unscheduled Repair,138700.22,2021-12-31
AMH001969,ACFT00242,2021-12-04,Unscheduled Repair,338180.5,2022-12-10
AMH001970,ACFT00339,2018-02-06,B-Check,178530.72,2018-08-10
AMH001971,ACFT00332,2021-08-02,C-Check,222916.83,2021-11-09
AMH001972,ACFT00242,2021-07-18,C-Check,153988.63,2022-10-20
AMH001973,ACFT00289,2021-11-09,A-Check,327408.92,2022-08-25
AMH001974,ACFT00251,2025-02-23,D-Check,426246.43,2026-04-17
AMH001975,ACFT00377,2018-10-12,B-Check,199521.37,2019-11-18
AMH001976,ACFT00151,2020-11-13,A-Check,226288.79,2022-08-02
AMH001977,ACFT00194,2022-08-22,B-Check,258426.08,2023-02-28
AMH001978,ACFT00146,2023-07-17,A-Check,6153.93,2024-08-30
AMH001979,ACFT00317,2019-10-01,Unscheduled Repair,199903.85,2020-10-07
AMH001980,ACFT00403,2023-02-24,A-Check,359617.91,2024-10-22
AMH001981,ACFT00467,2021-11-30,C-Check,115951.01,2022-04-10
AMH001982,ACFT00134,2018-01-29,B-Check,386016.38,2019-10-28
AMH001983,ACFT00115,2018-05-10,C-Check,393095.54,2019-02-15
AMH001984,ACFT00328,2024-07-12,C-Check,447934.8,2025-02-25
AMH001985,ACFT00067,2019-12-12,A-Check,490676.95,2021-05-04
AMH001986,ACFT00354,2020-05-18,C-Check,41569.74,2021-04-16
AMH001987,ACFT00475,2021-11-07,C-Check,325157.78,2023-01-06
AMH001988,ACFT00294,2018-01-28,B-Check,21643.12,2019-04-22
AMH001989,ACFT00371,2026-02-23,A-Check,298188.38,2027-07-11
AMH001990,ACFT00489,2025-12-11,A-Check,451571.12,2027-02-01
AMH001991,ACFT00474,2019-07-20,C-Check,275585.89,2021-02-23
AMH001992,ACFT00208,2025-03-24,A-Check,53481.97,2026-09-30
AMH001993,ACFT00165,2026-07-20,B-Check,186830.32,2028-05-08
AMH001994,ACFT00564,2020-08-29,A-Check,472616.65,2022-01-24
AMH001995,ACFT00460,2022-07-08,A-Check,338328.37,2023-12-04
AMH001996,ACFT00388,2024-03-23,C-Check,461949.3,2025-11-05
AMH001997,ACFT00432,2026-02-11,Unscheduled Repair,82882.66,2027-10-17
AMH001998,ACFT00239,2019-02-08,B-Check,329318.31,2019-10-23
AMH001999,ACFT00284,2022-02-05,Unscheduled Repair,340621.05,2022-11-12
AMH002000,ACFT00597,2023-08-15,C-Check,457104.28,2024-12-16
AMH002001,ACFT00241,2024-01-06,A-Check,262596.8,2024-06-26
AMH002002,ACFT00300,2023-02-20,B-Check,460193.68,2023-11-26
AMH002003,ACFT00009,2019-01-06,Unscheduled Repair,105568.48,2019-10-06
AMH002004,ACFT00240,2023-03-06,A-Check,156695.13,2024-04-17
AMH002005,ACFT00195,2018-02-01,B-Check,88249.58,2019-12-29
AMH002006,ACFT00326,2022-09-09,C-Check,110081.36,2024-03-22
AMH002007,ACFT00441,2023-05-09,C-Check,115274.59,2024-10-02
AMH002008,ACFT00139,2022-04-15,A-Check,161157.94,2023-01-13
AMH002009,ACFT00460,2025-12-24,C-Check,447508.8,2027-11-07
AMH002010,ACFT00254,2025-10-04,A-Check,327779.69,2026-03-09
AMH002011,ACFT00270,2018-12-15,A-Check,226415.04,2020-02-16
AMH002012,ACFT00460,2026-06-01,B-Check,102084.13,2026-11-22
AMH002013,ACFT00221,2025-03-03,D-Check,156960.32,2026-12-02
AMH002014,ACFT00151,2019-02-25,D-Check,285444.61,2019-09-12
AMH002015,ACFT00279,2022-03-30,A-Check,111181.45,2023-09-01
AMH002016,ACFT00180,2020-09-15,B-Check,312635.16,2021-08-28
AMH002017,ACFT00265,2021-05-23,B-Check,325654.62,2022-06-05
AMH002018,ACFT00500,2019-08-01,C-Check,369560.8,2020-03-30
AMH002019,ACFT00453,2022-01-11,Unscheduled Repair,239330.19,2022-11-07
AMH002020,ACFT00108,2024-12-11,B-Check,42830.02,2026-02-07
AMH002021,ACFT00358,2023-06-17,A-Check,361004.79,2024-08-08
AMH002022,ACFT00503,2023-12-23,A-Check,354416.69,2024-08-15
AMH002023,ACFT00445,2021-01-18,B-Check,266344.65,2021-04-25
AMH002024,ACFT00110,2019-06-06,A-Check,116868.74,2020-09-13
AMH002025,ACFT00543,2024-11-10,A-Check,382871.59,2026-01-07
AMH002026,ACFT00056,2019-01-21,B-Check,163874.72,2020-02-21
AMH002027,ACFT00558,2021-05-29,B-Check,88397.37,2021-11-16
AMH002028,ACFT00086,2023-10-13,A-Check,368872.52,2025-06-12
AMH002029,ACFT00241,2018-10-22,A-Check,424707.79,2020-03-31
AMH002030,ACFT00408,2025-12-05,B-Check,401712.2,2026-08-22
AMH002031,ACFT00098,2020-02-24,A-Check,426014.89,2021-08-04
AMH002032,ACFT00182,2023-08-31,B-Check,3550.52,2025-02-03
AMH002033,ACFT00203,2018-09-22,A-Check,411604.45,2019-03-26
AMH002034,ACFT00027,2020-08-21,B-Check,233836.95,2021-12-05
AMH002035,ACFT00552,2026-05-17,C-Check,312026.57,2027-10-29
AMH002036,ACFT00583,2021-06-29,B-Check,240155.61,2023-01-11
AMH002037,ACFT00219,2018-10-17,A-Check,213388.28,2020-02-11
AMH002038,ACFT00342,2019-01-12,B-Check,492388.25,2019-10-21
AMH002039,ACFT00163,2022-05-22,D-Check,57808.28,2023-02-12
AMH002040,ACFT00150,2018-12-15,B-Check,360248.38,2020-03-27
AMH002041,ACFT00045,2021-08-05,Unscheduled Repair,38979.13,2023-04-29
AMH002042,ACFT00378,2022-08-07,B-Check,316194.24,2023-03-20
AMH002043,ACFT00198,2018-08-21,B-Check,263220.69,2019-01-24
AMH002044,ACFT00152,2019-09-05,A-Check,177147.06,2021-05-28
AMH002045,ACFT00440,2023-12-24,Unscheduled Repair,494640.0,2024-05-21
AMH002046,ACFT00083,2022-07-05,B-Check,253075.01,2023-04-16
AMH002047,ACFT00591,2021-08-14,A-Check,50128.53,2021-11-19
AMH002048,ACFT00224,2025-09-10,C-Check,60306.62,2026-03-26
AMH002049,ACFT00094,2024-07-16,C-Check,168883.73,2025-07-25
AMH002050,ACFT00575,2020-08-07,Unscheduled Repair,48851.26,2022-07-22
AMH002051,ACFT00122,2019-08-01,B-Check,234224.46,2021-05-16
AMH002052,ACFT00282,2019-12-25,A-Check,382021.59,2021-04-10
AMH002053,ACFT00137,2023-05-10,A-Check,42166.59,2025-01-07
AMH002054,ACFT00570,2019-04-11,A-Check,336880.64,2020-12-01
AMH002055,ACFT00006,2024-02-20,C-Check,3624.73,2024-12-29
AMH002056,ACFT00376,2019-08-06,C-Check,84536.65,2020-03-29
AMH002057,ACFT00542,2022-04-02,Unscheduled Repair,33412.54,2022-09-27
AMH002058,ACFT00033,2020-06-22,A-Check,383277.06,2021-11-11
AMH002059,ACFT00118,2025-04-16,D-Check,404398.1,2025-11-16
AMH002060,ACFT00292,2018-03-26,C-Check,236009.38,2020-03-13
AMH002061,ACFT00313,2019-02-19,C-Check,413359.01,2020-02-26
AMH002062,ACFT00245,2018-03-01,D-Check,100848.76,2019-02-12
AMH002063,ACFT00570,2023-10-13,A-Check,171661.14,2024-11-08
AMH002064,ACFT00232,2023-07-27,B-Check,423672.55,2024-06-28
AMH002065,ACFT00396,2022-09-04,C-Check,235113.73,2023-02-18
AMH002066,ACFT00101,2024-07-01,C-Check,433430.25,2025-07-03
AMH002067,ACFT00328,2019-10-18,B-Check,41421.62,2021-04-21
AMH002068,ACFT00567,2022-08-29,A-Check,209973.18,2024-04-16
AMH002069,ACFT00213,2023-03-31,C-Check,384899.12,2025-01-04
AMH002070,ACFT00182,2022-09-03,C-Check,366574.28,2023-07-29
AMH002071,ACFT00413,2025-08-06,Unscheduled Repair,421759.89,2027-07-22
AMH002072,ACFT00050,2024-09-16,C-Check,7676.64,2026-04-16
AMH002073,ACFT00253,2023-12-25,A-Check,104323.68,2025-01-08
AMH002074,ACFT00090,2018-12-17,B-Check,88715.23,2020-11-02
AMH002075,ACFT00084,2021-10-27,Unscheduled Repair,384031.91,2022-10-14
AMH002076,ACFT00192,2025-08-05,A-Check,133534.91,2026-07-20
AMH002077,ACFT00560,2023-08-07,A-Check,409599.18,2025-07-01
AMH002078,ACFT00159,2024-10-26,A-Check,203946.66,2026-06-24
AMH002079,ACFT00146,2024-01-25,C-Check,301659.67,2024-08-31
AMH002080,ACFT00317,2023-02-12,A-Check,387197.62,2023-12-30
AMH002081,ACFT00163,2026-01-07,A-Check,66938.5,2027-08-08
AMH002082,ACFT00221,2026-05-12,A-Check,34930.33,2027-06-12
AMH002083,ACFT00598,2018-10-25,A-Check,423129.76,2019-08-26
AMH002084,ACFT00414,2021-11-13,A-Check,274593.53,2023-05-25
AMH002085,ACFT00161,2020-10-27,Unscheduled Repair,59509.89,2021-11-21
AMH002086,ACFT00564,2025-05-17,C-Check,206417.02,2025-10-13
AMH002087,ACFT00488,2025-03-19,A-Check,100187.57,2026-07-17
AMH002088,ACFT00576,2018-10-31,Unscheduled Repair,348776.7,2019-09-20
AMH002089,ACFT00135,2018-08-12,B-Check,286950.55,2018-12-09
AMH002090,ACFT00220,2023-04-17,C-Check,342972.12,2023-12-31
AMH002091,ACFT00578,2020-05-23,A-Check,45782.79,2021-12-20
AMH002092,ACFT00442,2022-01-21,B-Check,332463.16,2023-07-23
AMH002093,ACFT00464,2018-05-10,B-Check,237160.55,2018-08-20
AMH002094,ACFT00204,2019-04-13,B-Check,65428.39,2020-11-15
AMH002095,ACFT00241,2018-07-30,B-Check,470658.93,2020-05-07
AMH002096,ACFT00138,2024-07-29,A-Check,449321.53,2025-11-29
AMH002097,ACFT00426,2024-02-04,D-Check,111222.6,2025-04-21
AMH002098,ACFT00429,2022-07-20,B-Check,199949.94,2023-01-21
AMH002099,ACFT00026,2018-05-08,C-Check,266000.55,2019-04-11
AMH002100,ACFT00560,2024-12-14,A-Check,13765.59,2026-10-01
AMH002101,ACFT00285,2026-04-23,B-Check,320867.26,2027-09-30
AMH002102,ACFT00282,2023-11-13,A-Check,472884.11,2024-08-12
AMH002103,ACFT00163,2022-08-18,C-Check,190045.9,2023-03-20
AMH002104,ACFT00514,2024-11-01,C-Check,9194.91,2026-05-21
AMH002105,ACFT00148,2022-12-19,A-Check,38209.17,2024-09-20
AMH002106,ACFT00426,2023-02-25,C-Check,28198.69,2024-09-01
AMH002107,ACFT00126,2021-04-08,A-Check,174979.73,2022-07-14
AMH002108,ACFT00527,2022-08-01,A-Check,490605.85,2023-08-25
AMH002109,ACFT00267,2020-11-25,B-Check,95391.66,2021-03-19
AMH002110,ACFT00545,2019-03-17,D-Check,224115.92,2020-08-13
AMH002111,ACFT00053,2026-06-20,C-Check,244292.09,2028-01-23
AMH002112,ACFT00217,2026-02-06,C-Check,40683.42,2026-09-12
AMH002113,ACFT00135,2021-08-18,A-Check,351960.64,2022-05-01
AMH002114,ACFT00198,2018-10-03,C-Check,288430.68,2019-02-03
AMH002115,ACFT00271,2021-05-19,A-Check,16126.5,2022-04-22
AMH002116,ACFT00238,2024-07-20,B-Check,123069.56,2024-12-21
AMH002117,ACFT00060,2021-04-22,Unscheduled Repair,295063.04,2022-11-07
AMH002118,ACFT00404,2020-04-19,B-Check,33836.97,2021-03-27
AMH002119,ACFT00250,2018-10-02,C-Check,77585.81,2019-09-19
AMH002120,ACFT00359,2025-05-26,A-Check,63642.67,2026-08-25
AMH002121,ACFT00069,2019-06-29,B-Check,436385.6,2021-01-12
AMH002122,ACFT00538,2019-06-02,A-Check,325681.47,2020-06-04
AMH002123,ACFT00374,2024-08-21,B-Check,83386.99,2025-11-13
AMH002124,ACFT00362,2018-02-13,A-Check,31404.58,2018-10-19
AMH002125,ACFT00008,2026-07-16,Unscheduled Repair,97472.4,2028-06-02
AMH002126,ACFT00065,2020-02-08,A-Check,365527.66,2022-01-11
AMH002127,ACFT00156,2019-07-26,C-Check,338742.55,2020-01-29
AMH002128,ACFT00252,2021-12-01,B-Check,256767.37,2023-07-01
AMH002129,ACFT00336,2022-05-27,A-Check,138283.93,2023-05-04
AMH002130,ACFT00224,2019-11-27,A-Check,308080.13,2020-09-22
AMH002131,ACFT00401,2026-04-15,Unscheduled Repair,228934.8,2027-12-28
AMH002132,ACFT00466,2019-12-31,A-Check,222776.03,2020-08-17
AMH002133,ACFT00040,2024-01-10,D-Check,203580.97,2025-04-25
AMH002134,ACFT00232,2018-07-18,B-Check,120909.17,2018-11-02
AMH002135,ACFT00031,2020-06-11,C-Check,469589.36,2021-02-06
AMH002136,ACFT00313,2018-10-17,C-Check,229690.33,2019-06-13
AMH002137,ACFT00139,2025-12-20,B-Check,275090.37,2026-06-16
AMH002138,ACFT00252,2025-05-09,A-Check,440732.14,2027-03-25
AMH002139,ACFT00292,2021-01-20,D-Check,85378.34,2021-05-25
AMH002140,ACFT00570,2023-02-27,B-Check,291000.3,2023-08-21
AMH002141,ACFT00462,2018-09-24,A-Check,168438.17,2019-01-08
AMH002142,ACFT00047,2018-03-22,C-Check,380328.21,2019-08-20
AMH002143,ACFT00188,2019-10-13,B-Check,308552.6,2020-10-04
AMH002144,ACFT00571,2020-02-13,A-Check,178541.62,2020-11-12
AMH002145,ACFT00199,2019-09-15,C-Check,396387.63,2021-05-31
AMH002146,ACFT00268,2025-05-14,Unscheduled Repair,293686.55,2025-12-05
AMH002147,ACFT00122,2018-12-18,A-Check,293868.74,2020-09-30
AMH002148,ACFT00281,2026-03-18,B-Check,284922.99,2027-03-06
AMH002149,ACFT00007,2018-08-01,Unscheduled Repair,245874.97,2020-05-11
AMH002150,ACFT00173,2021-12-02,B-Check,487157.51,2023-07-08
AMH002151,ACFT00560,2026-07-12,A-Check,159784.34,2027-11-18
AMH002152,ACFT00322,2019-02-06,A-Check,223821.34,2020-02-27
AMH002153,ACFT00008,2024-02-14,A-Check,2483.4,2025-10-08
AMH002154,ACFT00411,2020-05-14,C-Check,341015.99,2021-08-02
AMH002155,ACFT00264,2026-01-29,B-Check,141655.53,2027-03-15
AMH002156,ACFT00222,2019-07-16,A-Check,406234.12,2021-04-06
AMH002157,ACFT00453,2024-08-19,B-Check,492615.56,2025-10-05
AMH002158,ACFT00314,2020-08-12,D-Check,430332.62,2022-05-09
AMH002159,ACFT00030,2022-10-06,A-Check,92609.97,2023-03-23
AMH002160,ACFT00337,2023-12-30,A-Check,165002.53,2025-07-07
AMH002161,ACFT00468,2019-05-14,C-Check,390148.25,2020-07-12
AMH002162,ACFT00197,2018-10-05,A-Check,391523.32,2020-03-14
AMH002163,ACFT00427,2023-03-13,B-Check,458330.86,2023-08-25
AMH002164,ACFT00076,2020-02-24,A-Check,11646.9,2021-07-25
AMH002165,ACFT00385,2025-08-14,Unscheduled Repair,189202.36,2026-02-17
AMH002166,ACFT00158,2022-08-30,A-Check,344080.76,2023-01-14
AMH002167,ACFT00492,2021-07-19,C-Check,415195.1,2022-02-20
