assignment_id,flight_id,crew_id,role_on_flight
CA00002942,FLT0000736,CRW000942,First Officer
CA00002943,FLT0000736,CRW000761,Flight Attendant
CA00002944,FLT0000736,CRW000490,Flight Attendant
CA00002945,FLT0000737,CRW001806,Captain
CA00002946,FLT0000737,CRW000325,First Officer
CA00002947,FLT0000737,CRW001744,Flight Attendant
CA00002948,FLT0000737,CRW002452,Flight Attendant
CA00002949,FLT0000738,CRW001686,Captain
CA00002950,FLT0000738,CRW000116,First Officer
CA00002951,FLT0000738,CRW000127,Flight Attendant
CA00002952,FLT0000738,CRW002454,Flight Attendant
CA00002953,FLT0000739,CRW001602,Captain
CA00002954,FLT0000739,CRW002138,First Officer
CA00002955,FLT0000739,CRW001984,Flight Attendant
CA00002956,FLT0000739,CRW001323,Flight Attendant
CA00002957,FLT0000740,CRW000699,Captain
CA00002958,FLT0000740,CRW000385,First Officer
CA00002959,FLT0000740,CRW000225,Flight Attendant
CA00002960,FLT0000740,CRW000115,Flight Attendant
CA00002961,FLT0000741,CRW001822,Captain
CA00002962,FLT0000741,CRW002032,First Officer
CA00002963,FLT0000741,CRW001295,Flight Attendant
CA00002964,FLT0000741,CRW000217,Flight Attendant
CA00002965,FLT0000742,CRW000782,Captain
CA00002966,FLT0000742,CRW000546,First Officer
CA00002967,FLT0000742,CRW001047,Flight Attendant
CA00002968,FLT0000742,CRW002274,Flight Attendant
CA00002969,FLT0000743,CRW001401,Captain
CA00002970,FLT0000743,CRW002001,First Officer
CA00002971,FLT0000743,CRW000997,Flight Attendant
CA00002972,FLT0000743,CRW002286,Flight Attendant
CA00002973,FLT0000744,CRW001468,Captain
CA00002974,FLT0000744,CRW000210,First Officer
CA00002975,FLT0000744,CRW002189,Flight Attendant
CA00002976,FLT0000744,CRW001814,Flight Attendant
CA00002977,FLT0000745,CRW000416,Captain
CA00002978,FLT0000745,CRW000130,First Officer
CA00002979,FLT0000745,CRW001977,Flight Attendant
CA00002980,FLT0000745,CRW001089,Flight Attendant
CA00002981,FLT0000746,CRW002236,Captain
CA00002982,FLT0000746,CRW001060,First Officer
CA00002983,FLT0000746,CRW001246,Flight Attendant
CA00002984,FLT0000746,CRW001841,Flight Attendant
CA00002985,FLT0000747,CRW002342,Captain
CA00002986,FLT0000747,CRW001674,First Officer
CA00002987,FLT0000747,CRW000703,Flight Attendant
CA00002988,FLT0000747,CRW000761,Flight Attendant
CA00002989,FLT0000748,CRW001053,Captain
CA00002990,FLT0000748,CRW002140,First Officer
CA00002991,FLT0000748,CRW001933,Flight Attendant
CA00002992,FLT0000748,CRW000877,Flight Attendant
CA00002993,FLT0000749,CRW002398,Captain
CA00002994,FLT0000749,CRW000409,First Officer
CA00002995,FLT0000749,CRW001103,Flight Attendant
CA00002996,FLT0000749,CRW001626,Flight Attendant
CA00002997,FLT0000750,CRW001370,Captain
CA00002998,FLT0000750,CRW000695,First Officer
CA00002999,FLT0000750,CRW002446,Flight Attendant
CA00003000,FLT0000750,CRW000688,Flight Attendant
CA00003001,FLT0000751,CRW002362,Captain
CA00003002,FLT0000751,CRW001714,First Officer
CA00003003,FLT0000751,CRW000824,Flight Attendant
CA00003004,FLT0000751,CRW001032,Flight Attendant
CA00003005,FLT0000752,CRW001790,Captain
CA00003006,FLT0000752,CRW000784,First Officer
CA00003007,FLT0000752,CRW002459,Flight Attendant
CA00003008,FLT0000752,CRW002491,Flight Attendant
CA00003009,FLT0000753,CRW001583,Captain
CA00003010,FLT0000753,CRW000138,First Officer
CA00003011,FLT0000753,CRW002147,Flight Attendant
CA00003012,FLT0000753,CRW001652,Flight Attendant
CA00003013,FLT0000754,CRW001618,Captain
CA00003014,FLT0000754,CRW001711,First Officer
CA00003015,FLT0000754,CRW000022,Flight Attendant
CA00003016,FLT0000754,CRW001787,Flight Attendant
CA00003017,FLT0000755,CRW001199,Captain
CA00003018,FLT0000755,CRW000952,First Officer
CA00003019,FLT0000755,CRW000684,Flight Attendant
CA00003020,FLT0000755,CRW001043,Flight Attendant
CA00003021,FLT0000756,CRW000728,Captain
CA00003022,FLT0000756,CRW002447,First Officer
CA00003023,FLT0000756,CRW000976,Flight Attendant
CA00003024,FLT0000756,CRW000091,Flight Attendant
CA00003025,FLT0000757,CRW000663,Captain
CA00003026,FLT0000757,CRW000546,First Officer
CA00003027,FLT0000757,CRW000870,Flight Attendant
CA00003028,FLT0000757,CRW000391,Flight Attendant
CA00003029,FLT0000758,CRW001659,Captain
CA00003030,FLT0000758,CRW000804,First Officer
CA00003031,FLT0000758,CRW000273,Flight Attendant
CA00003032,FLT0000758,CRW000884,Flight Attendant
CA00003033,FLT0000759,CRW001364,Captain
CA00003034,FLT0000759,CRW001186,First Officer
CA00003035,FLT0000759,CRW001514,Flight Attendant
CA00003036,FLT0000759,CRW001845,Flight Attendant
CA00003037,FLT0000760,CRW001140,Captain
CA00003038,FLT0000760,CRW002115,First Officer
CA00003039,FLT0000760,CRW002475,Flight Attendant
CA00003040,FLT0000760,CRW000854,Flight Attendant
CA00003041,FLT0000761,CRW001978,Captain
CA00003042,FLT0000761,CRW001530,First Officer
CA00003043,FLT0000761,CRW001700,Flight Attendant
CA00003044,FLT0000761,CRW000761,Flight Attendant
CA00003045,FLT0000762,CRW000336,Captain
CA00003046,FLT0000762,CRW001910,First Officer
CA00003047,FLT0000762,CRW000506,Flight Attendant
CA00003048,FLT0000762,CRW002421,Flight Attendant
CA00003049,FLT0000763,CRW000817,Captain
CA00003050,FLT0000763,CRW000686,First Officer
CA00003051,FLT0000763,CRW001687,Flight Attendant
CA00003052,FLT0000763,CRW000418,Flight Attendant
CA00003053,FLT0000764,CRW002217,Captain
CA00003054,FLT0000764,CRW000759,First Officer
CA00003055,FLT0000764,CRW000148,Flight Attendant
CA00003056,FLT0000764,CRW000624,Flight Attendant
CA00003057,FLT0000765,CRW001217,Captain
CA00003058,FLT0000765,CRW001253,First Officer
CA00003059,FLT0000765,CRW000238,Flight Attendant
CA00003060,FLT0000765,CRW000299,Flight Attendant
CA00003061,FLT0000766,CRW001544,Captain
CA00003062,FLT0000766,CRW000428,First Officer
CA00003063,FLT0000766,CRW002131,Flight Attendant
CA00003064,FLT0000766,CRW001927,Flight Attendant
CA00003065,FLT0000767,CRW002227,Captain
CA00003066,FLT0000767,CRW001039,First Officer
CA00003067,FLT0000767,CRW000611,Flight Attendant
CA00003068,FLT0000767,CRW001331,Flight Attendant
CA00003069,FLT0000768,CRW001522,Captain
CA00003070,FLT0000768,CRW000674,First Officer
CA00003071,FLT0000768,CRW001647,Flight Attendant
CA00003072,FLT0000768,CRW000098,Flight Attendant
CA00003073,FLT0000769,CRW000211,Captain
CA00003074,FLT0000769,CRW000492,First Officer
CA00003075,FLT0000769,CRW001706,Flight Attendant
CA00003076,FLT0000769,CRW000073,Flight Attendant
CA00003077,FLT0000770,CRW001747,Captain
CA00003078,FLT0000770,CRW001036,First Officer
CA00003079,FLT0000770,CRW000795,Flight Attendant
CA00003080,FLT0000770,CRW001149,Flight Attendant
CA00003081,FLT0000771,CRW001206,Captain
CA00003082,FLT0000771,CRW001667,First Officer
CA00003083,FLT0000771,CRW002121,Flight Attendant
CA00003084,FLT0000771,CRW001770,Flight Attendant
CA00003085,FLT0000772,CRW000585,Captain
CA00003086,FLT0000772,CRW000629,First Officer
CA00003087,FLT0000772,CRW002462,Flight Attendant
CA00003088,FLT0000772,CRW000555,Flight Attendant
CA00003089,FLT0000773,CRW001658,Captain
CA00003090,FLT0000773,CRW000048,First Officer
CA00003091,FLT0000773,CRW001499,Flight Attendant
CA00003092,FLT0000773,CRW002127,Flight Attendant
CA00003093,FLT0000774,CRW002152,Captain
CA00003094,FLT0000774,CRW001824,First Officer
CA00003095,FLT0000774,CRW001765,Flight Attendant
CA00003096,FLT0000774,CRW001765,Flight Attendant
CA00003097,FLT0000775,CRW000102,Captain
CA00003098,FLT0000775,CRW001487,First Officer
CA00003099,FLT0000775,CRW000465,Flight Attendant
CA00003100,FLT0000775,CRW000268,Flight Attendant
CA00003101,FLT0000776,CRW002473,Captain
CA00003102,FLT0000776,CRW001661,First Officer
CA00003103,FLT0000776,CRW001878,Flight Attendant
CA00003104,FLT0000776,CRW001276,Flight Attendant
CA00003105,FLT0000777,CRW000705,Captain
CA00003106,FLT0000777,CRW000409,First Officer
CA00003107,FLT0000777,CRW000103,Flight Attendant
CA00003108,FLT0000777,CRW001690,Flight Attendant
CA00003109,FLT0000778,CRW000403,Captain
CA00003110,FLT0000778,CRW002434,First Officer
CA00003111,FLT0000778,CRW000414,Flight Attendant
CA00003112,FLT0000778,CRW002087,Flight Attendant
CA00003113,FLT0000779,CRW000322,Captain
CA00003114,FLT0000779,CRW001487,First Officer
CA00003115,FLT0000779,CRW002452,Flight Attendant
CA00003116,FLT0000779,CRW001628,Flight Attendant
CA00003117,FLT0000780,CRW000294,Captain
CA00003118,FLT0000780,CRW000835,First Officer
CA00003119,FLT0000780,CRW000912,Flight Attendant
CA00003120,FLT0000780,CRW002232,Flight Attendant
CA00003121,FLT0000781,CRW001978,Captain
CA00003122,FLT0000781,CRW000428,First Officer
CA00003123,FLT0000781,CRW002112,Flight Attendant
CA00003124,FLT0000781,CRW001940,Flight Attendant
CA00003125,FLT0000782,CRW001622,Captain
CA00003126,FLT0000782,CRW000415,First Officer
CA00003127,FLT0000782,CRW000245,Flight Attendant
CA00003128,FLT0000782,CRW002088,Flight Attendant
CA00003129,FLT0000783,CRW000785,Captain
CA00003130,FLT0000783,CRW001253,First Officer
CA00003131,FLT0000783,CRW000624,Flight Attendant
CA00003132,FLT0000783,CRW000694,Flight Attendant
CA00003133,FLT0000784,CRW002271,Captain
CA00003134,FLT0000784,CRW001508,First Officer
CA00003135,FLT0000784,CRW001887,Flight Attendant
CA00003136,FLT0000784,CRW001856,Flight Attendant
CA00003137,FLT0000785,CRW002233,Captain
CA00003138,FLT0000785,CRW000319,First Officer
CA00003139,FLT0000785,CRW002261,Flight Attendant
CA00003140,FLT0000785,CRW001751,Flight Attendant
CA00003141,FLT0000786,CRW002216,Captain
CA00003142,FLT0000786,CRW000811,First Officer
CA00003143,FLT0000786,CRW000680,Flight Attendant
CA00003144,FLT0000786,CRW001363,Flight Attendant
CA00003145,FLT0000787,CRW000585,Captain
CA00003146,FLT0000787,CRW001748,First Officer
CA00003147,FLT0000787,CRW000524,Flight Attendant
CA00003148,FLT0000787,CRW001578,Flight Attendant
CA00003149,FLT0000788,CRW000216,Captain
CA00003150,FLT0000788,CRW001194,First Officer
CA00003151,FLT0000788,CRW002310,Flight Attendant
CA00003152,FLT0000788,CRW000803,Flight Attendant
CA00003153,FLT0000789,CRW001821,Captain
CA00003154,FLT0000789,CRW000952,First Officer
CA00003155,FLT0000789,CRW000890,Flight Attendant
CA00003156,FLT0000789,CRW000565,Flight Attendant
CA00003157,FLT0000790,CRW002348,Captain
CA00003158,FLT0000790,CRW000269,First Officer
CA00003159,FLT0000790,CRW000982,Flight Attendant
CA00003160,FLT0000790,CRW002274,Flight Attendant
CA00003161,FLT0000791,CRW000533,Captain
CA00003162,FLT0000791,CRW000286,First Officer
CA00003163,FLT0000791,CRW000137,Flight Attendant
CA00003164,FLT0000791,CRW001205,Flight Attendant
CA00003165,FLT0000792,CRW002256,Captain
CA00003166,FLT0000792,CRW002142,First Officer
CA00003167,FLT0000792,CRW001195,Flight Attendant
CA00003168,FLT0000792,CRW001142,Flight Attendant
CA00003169,FLT0000793,CRW000249,Captain
CA00003170,FLT0000793,CRW001805,First Officer
CA00003171,FLT0000793,CRW002189,Flight Attendant
CA00003172,FLT0000793,CRW001388,Flight Attendant
CA00003173,FLT0000794,CRW000065,Captain
CA00003174,FLT0000794,CRW002480,First Officer
CA00003175,FLT0000794,CRW002195,Flight Attendant
CA00003176,FLT0000794,CRW001316,Flight Attendant
CA00003177,FLT0000795,CRW000249,Captain
CA00003178,FLT0000795,CRW001481,First Officer
CA00003179,FLT0000795,CRW001581,Flight Attendant
CA00003180,FLT0000795,CRW002414,Flight Attendant
CA00003181,FLT0000796,CRW002203,Captain
CA00003182,FLT0000796,CRW002319,First Officer
CA00003183,FLT0000796,CRW002292,Flight Attendant
CA00003184,FLT0000796,CRW001738,Flight Attendant
CA00003185,FLT0000797,CRW001654,Captain
CA00003186,FLT0000797,CRW002447,First Officer
CA00003187,FLT0000797,CRW000091,Flight Attendant
CA00003188,FLT0000797,CRW001878,Flight Attendant
CA00003189,FLT0000798,CRW000289,Captain
CA00003190,FLT0000798,CRW001861,First Officer
CA00003191,FLT0000798,CRW000523,Flight Attendant
CA00003192,FLT0000798,CRW000168,Flight Attendant
CA00003193,FLT0000799,CRW000881,Captain
CA00003194,FLT0000799,CRW000948,First Officer
CA00003195,FLT0000799,CRW001846,Flight Attendant
CA00003196,FLT0000799,CRW000456,Flight Attendant
CA00003197,FLT0000800,CRW002293,Captain
CA00003198,FLT0000800,CRW001889,First Officer
CA00003199,FLT0000800,CRW001697,Flight Attendant
CA00003200,FLT0000800,CRW002121,Flight Attendant
CA00003201,FLT0000801,CRW000292,Captain
CA00003202,FLT0000801,CRW001529,First Officer
CA00003203,FLT0000801,CRW001250,Flight Attendant
CA00003204,FLT0000801,CRW000553,Flight Attendant
CA00003205,FLT0000802,CRW000198,Captain
CA00003206,FLT0000802,CRW002084,First Officer
CA00003207,FLT0000802,CRW002234,Flight Attendant
CA00003208,FLT0000802,CRW001313,Flight Attendant
CA00003209,FLT0000803,CRW000457,Captain
CA00003210,FLT0000803,CRW001673,First Officer
CA00003211,FLT0000803,CRW001855,Flight Attendant
CA00003212,FLT0000803,CRW000026,Flight Attendant
CA00003213,FLT0000804,CRW002055,Captain
CA00003214,FLT0000804,CRW002139,First Officer
CA00003215,FLT0000804,CRW002223,Flight Attendant
CA00003216,FLT0000804,CRW000008,Flight Attendant
CA00003217,FLT0000805,CRW000800,Captain
CA00003218,FLT0000805,CRW000948,First Officer
CA00003219,FLT0000805,CRW002076,Flight Attendant
CA00003220,FLT0000805,CRW000572,Flight Attendant
CA00003221,FLT0000806,CRW000857,Captain
CA00003222,FLT0000806,CRW000133,First Officer
CA00003223,FLT0000806,CRW001127,Flight Attendant
CA00003224,FLT0000806,CRW000003,Flight Attendant
CA00003225,FLT0000807,CRW001842,Captain
CA00003226,FLT0000807,CRW001808,First Officer
CA00003227,FLT0000807,CRW000353,Flight Attendant
CA00003228,FLT0000807,CRW000125,Flight Attendant
CA00003229,FLT0000808,CRW001093,Captain
CA00003230,FLT0000808,CRW000607,First Officer
CA00003231,FLT0000808,CRW002195,Flight Attendant
CA00003232,FLT0000808,CRW001250,Flight Attendant
CA00003233,FLT0000809,CRW002224,Captain
CA00003234,FLT0000809,CRW000105,First Officer
CA00003235,FLT0000809,CRW000124,Flight Attendant
CA00003236,FLT0000809,CRW001981,Flight Attendant
CA00003237,FLT0000810,CRW002277,Captain
CA00003238,FLT0000810,CRW002324,First Officer
CA00003239,FLT0000810,CRW002417,Flight Attendant
CA00003240,FLT0000810,CRW001524,Flight Attendant
CA00003241,FLT0000811,CRW000729,Captain
CA00003242,FLT0000811,CRW000784,First Officer
CA00003243,FLT0000811,CRW001770,Flight Attendant
CA00003244,FLT0000811,CRW000279,Flight Attendant
CA00003245,FLT0000812,CRW001393,Captain
CA00003246,FLT0000812,CRW001603,First Officer
CA00003247,FLT0000812,CRW000893,Flight Attendant
CA00003248,FLT0000812,CRW000091,Flight Attendant
CA00003249,FLT0000813,CRW000687,Captain
CA00003250,FLT0000813,CRW002489,First Officer
CA00003251,FLT0000813,CRW002261,Flight Attendant
CA00003252,FLT0000813,CRW001342,Flight Attendant
CA00003253,FLT0000814,CRW000009,Captain
CA00003254,FLT0000814,CRW000784,First Officer
CA00003255,FLT0000814,CRW002199,Flight Attendant
CA00003256,FLT0000814,CRW002010,Flight Attendant
CA00003257,FLT0000815,CRW000844,Captain
CA00003258,FLT0000815,CRW002169,First Officer
CA00003259,FLT0000815,CRW001588,Flight Attendant
CA00003260,FLT0000815,CRW000405,Flight Attendant
CA00003261,FLT0000816,CRW001442,Captain
CA00003262,FLT0000816,CRW002032,First Officer
CA00003263,FLT0000816,CRW002347,Flight Attendant
CA00003264,FLT0000816,CRW001950,Flight Attendant
CA00003265,FLT0000817,CRW002022,Captain
CA00003266,FLT0000817,CRW000072,First Officer
CA00003267,FLT0000817,CRW000624,Flight Attendant
CA00003268,FLT0000817,CRW000398,Flight Attendant
CA00003269,FLT0000818,CRW001874,Captain
CA00003270,FLT0000818,CRW002403,First Officer
CA00003271,FLT0000818,CRW001571,Flight Attendant
CA00003272,FLT0000818,CRW001000,Flight Attendant
CA00003273,FLT0000819,CRW000081,Captain
CA00003274,FLT0000819,CRW001063,First Officer
CA00003275,FLT0000819,CRW001062,Flight Attendant
CA00003276,FLT0000819,CRW002033,Flight Attendant
CA00003277,FLT0000820,CRW000663,Captain
CA00003278,FLT0000820,CRW002237,First Officer
CA00003279,FLT0000820,CRW000908,Flight Attendant
CA00003280,FLT0000820,CRW000070,Flight Attendant
CA00003281,FLT0000821,CRW000005,Captain
CA00003282,FLT0000821,CRW001661,First Officer
CA00003283,FLT0000821,CRW000137,Flight Attendant
CA00003284,FLT0000821,CRW001246,Flight Attendant
CA00003285,FLT0000822,CRW000963,Captain
CA00003286,FLT0000822,CRW000765,First Officer
CA00003287,FLT0000822,CRW001402,Flight Attendant
CA00003288,FLT0000822,CRW000477,Flight Attendant
CA00003289,FLT0000823,CRW000961,Captain
CA00003290,FLT0000823,CRW001253,First Officer
CA00003291,FLT0000823,CRW001999,Flight Attendant
CA00003292,FLT0000823,CRW002410,Flight Attendant
CA00003293,FLT0000824,CRW001579,Captain
CA00003294,FLT0000824,CRW002071,First Officer
CA00003295,FLT0000824,CRW001909,Flight Attendant
CA00003296,FLT0000824,CRW002452,Flight Attendant
CA00003297,FLT0000825,CRW001651,Captain
CA00003298,FLT0000825,CRW002478,First Officer
CA00003299,FLT0000825,CRW001149,Flight Attendant
CA00003300,FLT0000825,CRW000283,Flight Attendant
CA00003301,FLT0000826,CRW000120,Captain
CA00003302,FLT0000826,CRW001487,First Officer
CA00003303,FLT0000826,CRW000641,Flight Attendant
CA00003304,FLT0000826,CRW001628,Flight Attendant
CA00003305,FLT0000827,CRW000147,Captain
CA00003306,FLT0000827,CRW001748,First Officer
CA00003307,FLT0000827,CRW001123,Flight Attendant
CA00003308,FLT0000827,CRW001681,Flight Attendant
CA00003309,FLT0000828,CRW001421,Captain
CA00003310,FLT0000828,CRW002138,First Officer
CA00003311,FLT0000828,CRW002435,Flight Attendant
CA00003312,FLT0000828,CRW002353,Flight Attendant
CA00003313,FLT0000829,CRW000533,Captain
CA00003314,FLT0000829,CRW001748,First Officer
CA00003315,FLT0000829,CRW001859,Flight Attendant
CA00003316,FLT0000829,CRW001098,Flight Attendant
CA00003317,FLT0000830,CRW000005,Captain
CA00003318,FLT0000830,CRW001808,First Officer
CA00003319,FLT0000830,CRW000624,Flight Attendant
CA00003320,FLT0000830,CRW000768,Flight Attendant
CA00003321,FLT0000831,CRW000198,Captain
CA00003322,FLT0000831,CRW001508,First Officer
CA00003323,FLT0000831,CRW000253,Flight Attendant
CA00003324,FLT0000831,CRW000697,Flight Attendant
CA00003325,FLT0000832,CRW000383,Captain
CA00003326,FLT0000832,CRW001450,First Officer
CA00003327,FLT0000832,CRW002260,Flight Attendant
CA00003328,FLT0000832,CRW000523,Flight Attendant
CA00003329,FLT0000833,CRW001538,Captain
CA00003330,FLT0000833,CRW002032,First Officer
CA00003331,FLT0000833,CRW002189,Flight Attendant
CA00003332,FLT0000833,CRW001970,Flight Attendant
CA00003333,FLT0000834,CRW002473,Captain
CA00003334,FLT0000834,CRW000334,First Officer
CA00003335,FLT0000834,CRW002199,Flight Attendant
CA00003336,FLT0000834,CRW000773,Flight Attendant
CA00003337,FLT0000835,CRW000498,Captain
CA00003338,FLT0000835,CRW002319,First Officer
CA00003339,FLT0000835,CRW002023,Flight Attendant
CA00003340,FLT0000835,CRW000662,Flight Attendant
CA00003341,FLT0000836,CRW000106,Captain
CA00003342,FLT0000836,CRW001711,First Officer
CA00003343,FLT0000836,CRW001447,Flight Attendant
CA00003344,FLT0000836,CRW002081,Flight Attendant
CA00003345,FLT0000837,CRW000337,Captain
CA00003346,FLT0000837,CRW002071,First Officer
CA00003347,FLT0000837,CRW001589,Flight Attendant
CA00003348,FLT0000837,CRW001469,Flight Attendant
CA00003349,FLT0000838,CRW000206,Captain
CA00003350,FLT0000838,CRW001673,First Officer
CA00003351,FLT0000838,CRW002120,Flight Attendant
CA00003352,FLT0000838,CRW002199,Flight Attendant
CA00003353,FLT0000839,CRW000195,Captain
CA00003354,FLT0000839,CRW001156,First Officer
CA00003355,FLT0000839,CRW001705,Flight Attendant
CA00003356,FLT0000839,CRW000375,Flight Attendant
CA00003357,FLT0000840,CRW000775,Captain
CA00003358,FLT0000840,CRW001532,First Officer
CA00003359,FLT0000840,CRW001061,Flight Attendant
CA00003360,FLT0000840,CRW002355,Flight Attendant
CA00003361,FLT0000841,CRW001654,Captain
CA00003362,FLT0000841,CRW001877,First Officer
CA00003363,FLT0000841,CRW001246,Flight Attendant
CA00003364,FLT0000841,CRW000526,Flight Attendant
CA00003365,FLT0000842,CRW002022,Captain
CA00003366,FLT0000842,CRW000613,First Officer
CA00003367,FLT0000842,CRW001814,Flight Attendant
