seat_assignment_id,flight_id,aircraft_id,seat_number,passenger_id,class
SA00033138,FLT0055263,ACFT00258,15A,PAX00039439,Economy
SA00033139,FLT0055263,ACFT00258,2J,PAX00039440,Economy
SA00033140,FLT0014163,ACFT00466,25F,PAX00039442,Economy
SA00033141,FLT0073499,ACFT00520,31A,PAX00039447,Economy
SA00033142,FLT0029000,ACFT00429,16K,PAX00039448,Economy
SA00033143,FLT0029000,ACFT00429,32H,PAX00039449,Economy
SA00033144,FLT0029000,ACFT00429,4J,PAX00039450,Economy
SA00033145,FLT0000466,ACFT00122,41J,PAX00039452,Premium Economy
SA00033146,FLT0000466,ACFT00122,43D,PAX00039453,Premium Economy
SA00033147,FLT0020869,ACFT00268,10E,PAX00039454,Business
SA00033148,FLT0020869,ACFT00268,42C,PAX00039455,Premium Economy
SA00033149,FLT0019692,ACFT00218,36K,PAX00039456,Economy
SA00033150,FLT0029133,ACFT00518,14H,PAX00039457,Premium Economy
SA00033151,FLT0030339,ACFT00263,5G,PAX00039458,Economy
SA00033152,FLT0030339,ACFT00263,25F,PAX00039459,Economy
SA00033153,FLT0030339,ACFT00263,20G,PAX00039460,Economy
SA00033154,FLT0053560,ACFT00389,4D,PAX00039462,Economy
SA00033155,FLT0053560,ACFT00389,9C,PAX00039463,Economy
SA00033156,FLT0066270,ACFT00570,11A,PAX00039464,Premium Economy
SA00033157,FLT0066270,ACFT00570,38E,PAX00039465,Economy
SA00033158,FLT0052696,ACFT00132,5D,PAX00039466,Economy
SA00033159,FLT0006394,ACFT00336,37C,PAX00039467,Economy
SA00033160,FLT0008241,ACFT00494,13D,PAX00039469,Economy
SA00033161,FLT0050475,ACFT00302,28F,PAX00039470,Economy
SA00033162,FLT0050475,ACFT00302,7C,PAX00039471,First
SA00033163,FLT0050475,ACFT00302,3F,PAX00039472,Business
SA00033164,FLT0050475,ACFT00302,41J,PAX00039473,Economy
SA00033165,FLT0049153,ACFT00123,25B,PAX00039474,Economy
SA00033166,FLT0035706,ACFT00174,33C,PAX00039475,Economy
SA00033167,FLT0078044,ACFT00129,29D,PAX00039476,Economy
SA00033168,FLT0078044,ACFT00129,27C,PAX00039478,Economy
SA00033169,FLT0055693,ACFT00399,42A,PAX00039479,Business
SA00033170,FLT0007255,ACFT00358,37A,PAX00039482,Premium Economy
SA00033171,FLT0010812,ACFT00420,28F,PAX00039483,Economy
SA00033172,FLT0010812,ACFT00420,13B,PAX00039484,Economy
SA00033173,FLT0001881,ACFT00089,35H,PAX00039485,Economy
SA00033174,FLT0010855,ACFT00025,34A,PAX00039486,Economy
SA00033175,FLT0010855,ACFT00025,10B,PAX00039487,Premium Economy
SA00033176,FLT0070920,ACFT00296,13A,PAX00039488,Economy
SA00033177,FLT0070920,ACFT00296,27C,PAX00039489,Economy
SA00033178,FLT0070920,ACFT00296,35A,PAX00039490,Economy
SA00033179,FLT0004675,ACFT00314,33E,PAX00039491,Economy
SA00033180,FLT0019393,ACFT00510,35J,PAX00039492,Premium Economy
SA00033181,FLT0026222,ACFT00404,8G,PAX00039493,Economy
SA00033182,FLT0026222,ACFT00404,31E,PAX00039494,Economy
SA00033183,FLT0032429,ACFT00309,17E,PAX00039495,Economy
SA00033184,FLT0079807,ACFT00117,44E,PAX00039496,Economy
SA00033185,FLT0079807,ACFT00117,39B,PAX00039497,Economy
SA00033186,FLT0072752,ACFT00390,5B,PAX00039498,Economy
SA00033187,FLT0072752,ACFT00390,12B,PAX00039499,Economy
SA00033188,FLT0072752,ACFT00390,24F,PAX00039500,Economy
SA00033189,FLT0008634,ACFT00335,23H,PAX00039501,Economy
SA00033190,FLT0029737,ACFT00549,7E,PAX00039502,First
SA00033191,FLT0029737,ACFT00549,42B,PAX00039503,Economy
SA00033192,FLT0028333,ACFT00123,13C,PAX00039505,Economy
SA00033193,FLT0028333,ACFT00123,15F,PAX00039506,Economy
SA00033194,FLT0024969,ACFT00125,38G,PAX00039507,Business
SA00033195,FLT0050050,ACFT00564,40B,PAX00039508,Economy
SA00033196,FLT0053980,ACFT00112,28C,PAX00039509,Economy
SA00033197,FLT0026742,ACFT00159,12F,PAX00039510,Economy
SA00033198,FLT0058142,ACFT00546,23J,PAX00039512,Economy
SA00033199,FLT0058142,ACFT00546,24J,PAX00039513,Economy
SA00033200,FLT0015279,ACFT00287,21D,PAX00039514,Economy
SA00033201,FLT0076289,ACFT00120,12B,PAX00039515,Economy
SA00033202,FLT0076289,ACFT00120,32K,PAX00039516,Economy
SA00033203,FLT0001621,ACFT00519,21G,PAX00039517,Economy
SA00033204,FLT0027029,ACFT00439,33F,PAX00039518,Economy
SA00033205,FLT0054887,ACFT00519,43G,PAX00039519,Economy
SA00033206,FLT0000835,ACFT00110,18D,PAX00039520,Economy
SA00033207,FLT0000835,ACFT00110,5K,PAX00039521,Economy
SA00033208,FLT0011014,ACFT00126,29C,PAX00039522,Economy
SA00033209,FLT0011014,ACFT00126,8H,PAX00039523,Economy
SA00033210,FLT0011014,ACFT00126,15D,PAX00039524,Economy
SA00033211,FLT0008344,ACFT00297,6F,PAX00039525,Economy
SA00033212,FLT0002118,ACFT00370,30F,PAX00039526,Business
SA00033213,FLT0055934,ACFT00154,43K,PAX00039527,Premium Economy
SA00033214,FLT0055934,ACFT00154,34A,PAX00039528,Economy
SA00033215,FLT0062260,ACFT00481,33B,PAX00039529,Economy
SA00033216,FLT0007933,ACFT00486,39H,PAX00039530,Business
SA00033217,FLT0007933,ACFT00486,40D,PAX00039531,Economy
SA00033218,FLT0030822,ACFT00273,9C,PAX00039535,Economy
SA00033219,FLT0030822,ACFT00273,15E,PAX00039536,Economy
SA00033220,FLT0030822,ACFT00273,15G,PAX00039537,Business
SA00033221,FLT0024023,ACFT00290,2F,PAX00039538,Economy
SA00033222,FLT0010201,ACFT00027,1A,PAX00039539,Economy
SA00033223,FLT0010201,ACFT00027,33A,PAX00039540,Premium Economy
SA00033224,FLT0010201,ACFT00027,33A,PAX00039541,Economy
SA00033225,FLT0033422,ACFT00051,25B,PAX00039542,Economy
SA00033226,FLT0000419,ACFT00157,33H,PAX00039546,Premium Economy
SA00033227,FLT0000419,ACFT00157,39C,PAX00039547,Economy
SA00033228,FLT0025233,ACFT00155,12K,PAX00039548,Economy
SA00033229,FLT0036041,ACFT00457,28B,PAX00039553,First
SA00033230,FLT0054263,ACFT00368,1F,PAX00039555,Premium Economy
SA00033231,FLT0045141,ACFT00596,3F,PAX00039556,Economy
SA00033232,FLT0047491,ACFT00482,5J,PAX00039558,Economy
SA00033233,FLT0063625,ACFT00456,27A,PAX00039559,Economy
SA00033234,FLT0034751,ACFT00290,19H,PAX00039560,Economy
SA00033235,FLT0034751,ACFT00290,3H,PAX00039561,Economy
SA00033236,FLT0032992,ACFT00516,1A,PAX00039562,Economy
SA00033237,FLT0032992,ACFT00516,40D,PAX00039563,Premium Economy
SA00033238,FLT0046791,ACFT00025,27J,PAX00039564,First
SA00033239,FLT0050411,ACFT00394,25K,PAX00039565,Economy
SA00033240,FLT0050411,ACFT00394,43E,PAX00039566,Economy
SA00033241,FLT0050411,ACFT00394,21C,PAX00039567,Economy
SA00033242,FLT0030388,ACFT00024,14B,PAX00039568,Economy
SA00033243,FLT0030388,ACFT00024,41E,PAX00039569,Business
SA00033244,FLT0048391,ACFT00098,2G,PAX00039570,Economy
SA00033245,FLT0048391,ACFT00098,5F,PAX00039571,Economy
SA00033246,FLT0021480,ACFT00086,8C,PAX00039572,Economy
SA00033247,FLT0066075,ACFT00456,6D,PAX00039577,Premium Economy
SA00033248,FLT0066075,ACFT00456,8E,PAX00039578,Economy
SA00033249,FLT0068940,ACFT00594,17E,PAX00039579,Economy
SA00033250,FLT0068940,ACFT00594,14D,PAX00039580,Economy
SA00033251,FLT0000675,ACFT00368,3H,PAX00039581,Economy
SA00033252,FLT0000675,ACFT00368,22C,PAX00039582,Premium Economy
SA00033253,FLT0069378,ACFT00228,18K,PAX00039583,Economy
SA00033254,FLT0050597,ACFT00151,28A,PAX00039584,Economy
SA00033255,FLT0050597,ACFT00151,40B,PAX00039585,Premium Economy
SA00033256,FLT0012014,ACFT00335,22K,PAX00039586,Economy
SA00033257,FLT0044961,ACFT00076,21D,PAX00039587,Economy
SA00033258,FLT0070171,ACFT00478,6K,PAX00039588,Economy
SA00033259,FLT0070171,ACFT00478,4E,PAX00039589,Premium Economy
SA00033260,FLT0044333,ACFT00199,5J,PAX00039590,Economy
SA00033261,FLT0036292,ACFT00326,27J,PAX00039592,Economy
SA00033262,FLT0052098,ACFT00128,29A,PAX00039594,Premium Economy
SA00033263,FLT0052098,ACFT00128,18G,PAX00039596,Economy
SA00033264,FLT0052098,ACFT00128,19D,PAX00039597,Business
SA00033265,FLT0054216,ACFT00120,28G,PAX00039598,First
SA00033266,FLT0021821,ACFT00466,35J,PAX00039603,Economy
SA00033267,FLT0009814,ACFT00311,37J,PAX00039608,Business
SA00033268,FLT0073322,ACFT00591,3E,PAX00039609,Economy
SA00033269,FLT0073322,ACFT00591,4E,PAX00039610,Economy
SA00033270,FLT0023885,ACFT00540,6G,PAX00039612,Premium Economy
SA00033271,FLT0023885,ACFT00540,23E,PAX00039613,Business
SA00033272,FLT0033375,ACFT00558,18G,PAX00039614,Business
SA00033273,FLT0065549,ACFT00560,27F,PAX00039615,Premium Economy
SA00033274,FLT0065549,ACFT00560,31J,PAX00039617,Economy
SA00033275,FLT0049850,ACFT00116,14A,PAX00039618,Economy
SA00033276,FLT0049850,ACFT00116,10E,PAX00039619,Economy
SA00033277,FLT0065200,ACFT00280,14A,PAX00039620,Economy
SA00033278,FLT0015601,ACFT00309,9C,PAX00039621,Premium Economy
SA00033279,FLT0015601,ACFT00309,13D,PAX00039622,Premium Economy
SA00033280,FLT0015601,ACFT00309,27C,PAX00039623,Business
SA00033281,FLT0079473,ACFT00020,43E,PAX00039624,Economy
SA00033282,FLT0079473,ACFT00020,19D,PAX00039625,Business
SA00033283,FLT0079104,ACFT00324,35G,PAX00039627,Business
SA00033284,FLT0079104,ACFT00324,27K,PAX00039628,Economy
SA00033285,FLT0079104,ACFT00324,11F,PAX00039629,Economy
SA00033286,FLT0054903,ACFT00112,22J,PAX00039630,Business
SA00033287,FLT0054903,ACFT00112,24J,PAX00039631,Economy
SA00033288,FLT0054903,ACFT00112,33D,PAX00039632,Premium Economy
SA00033289,FLT0009831,ACFT00198,10F,PAX00039633,Economy
SA00033290,FLT0009831,ACFT00198,28E,PAX00039634,Business
SA00033291,FLT0072276,ACFT00580,24J,PAX00039636,Economy
SA00033292,FLT0072276,ACFT00580,15C,PAX00039638,Business
SA00033293,FLT0039986,ACFT00222,32E,PAX00039639,Economy
SA00033294,FLT0039986,ACFT00222,32C,PAX00039640,Business
SA00033295,FLT0039986,ACFT00222,13J,PAX00039641,Business
SA00033296,FLT0004546,ACFT00079,33C,PAX00039642,Economy
SA00033297,FLT0004546,ACFT00079,4C,PAX00039643,Economy
SA00033298,FLT0044318,ACFT00479,25H,PAX00039644,Premium Economy
SA00033299,FLT0037145,ACFT00512,10G,PAX00039645,Economy
SA00033300,FLT0067863,ACFT00139,7K,PAX00039646,Economy
SA00033301,FLT0067863,ACFT00139,38D,PAX00039647,Economy
SA00033302,FLT0046396,ACFT00006,18F,PAX00039648,First
SA00033303,FLT0046396,ACFT00006,26A,PAX00039649,Economy
SA00033304,FLT0073700,ACFT00389,16K,PAX00039652,Economy
SA00033305,FLT0073700,ACFT00389,25G,PAX00039653,Economy
SA00033306,FLT0073700,ACFT00389,39E,PAX00039654,First
SA00033307,FLT0072768,ACFT00127,29J,PAX00039656,Economy
SA00033308,FLT0066969,ACFT00543,36H,PAX00039657,Economy
SA00033309,FLT0003516,ACFT00571,33J,PAX00039659,Economy
SA00033310,FLT0071972,ACFT00506,41E,PAX00039660,Economy
SA00033311,FLT0071972,ACFT00506,24H,PAX00039661,Economy
SA00033312,FLT0071972,ACFT00506,9D,PAX00039662,Economy
SA00033313,FLT0050377,ACFT00218,4E,PAX00039663,Economy
SA00033314,FLT0050377,ACFT00218,26B,PAX00039664,Economy
SA00033315,FLT0050377,ACFT00218,23C,PAX00039665,Economy
SA00033316,FLT0047938,ACFT00141,33K,PAX00039666,Economy
SA00033317,FLT0073576,ACFT00447,44C,PAX00039668,Economy
SA00033318,FLT0073576,ACFT00447,12A,PAX00039669,Economy
SA00033319,FLT0056454,ACFT00482,14G,PAX00039670,Economy
SA00033320,FLT0056454,ACFT00482,4B,PAX00039671,Economy
SA00033321,FLT0077434,ACFT00007,14D,PAX00039672,Economy
SA00033322,FLT0077434,ACFT00007,29C,PAX00039674,Premium Economy
SA00033323,FLT0077434,ACFT00007,33B,PAX00039675,Economy
SA00033324,FLT0032184,ACFT00469,20C,PAX00039676,Economy
SA00033325,FLT0032184,ACFT00469,28K,PAX00039677,Economy
SA00033326,FLT0008342,ACFT00271,19C,PAX00039678,Economy
SA00033327,FLT0046678,ACFT00149,33G,PAX00039679,Economy
SA00033328,FLT0046678,ACFT00149,25C,PAX00039680,Economy
SA00033329,FLT0046678,ACFT00149,17E,PAX00039681,Economy
SA00033330,FLT0046678,ACFT00149,24F,PAX00039682,Economy
SA00033331,FLT0058493,ACFT00500,16F,PAX00039683,Economy
SA00033332,FLT0078659,ACFT00118,35B,PAX00039684,Premium Economy
SA00033333,FLT0053021,ACFT00107,32C,PAX00039685,Premium Economy
SA00033334,FLT0053021,ACFT00107,3K,PAX00039686,Economy
SA00033335,FLT0053021,ACFT00107,29F,PAX00039687,Economy
SA00033336,FLT0053021,ACFT00107,3C,PAX00039688,Premium Economy
SA00033337,FLT0070223,ACFT00444,37J,PAX00039689,First
SA00033338,FLT0044214,ACFT00328,3H,PAX00039690,Premium Economy
SA00033339,FLT0069817,ACFT00551,17D,PAX00039691,Economy
SA00033340,FLT0022752,ACFT00555,15E,PAX00039692,Economy
SA00033341,FLT0022752,ACFT00555,4B,PAX00039693,Economy
SA00033342,FLT0022752,ACFT00555,42H,PAX00039694,Economy
SA00033343,FLT0065690,ACFT00342,40E,PAX00039699,Premium Economy
SA00033344,FLT0065690,ACFT00342,40F,PAX00039700,Economy
SA00033345,FLT0028328,ACFT00424,38F,PAX00039701,Premium Economy
SA00033346,FLT0028328,ACFT00424,29F,PAX00039702,Premium Economy
SA00033347,FLT0044604,ACFT00291,12H,PAX00039703,Economy
SA00033348,FLT0044604,ACFT00291,40B,PAX00039704,First
SA00033349,FLT0044604,ACFT00291,9H,PAX00039705,Economy
SA00033350,FLT0010339,ACFT00008,1A,PAX00039706,Business
SA00033351,FLT0009084,ACFT00553,35B,PAX00039707,Economy
SA00033352,FLT0049912,ACFT00343,30J,PAX00039708,Economy
SA00033353,FLT0049912,ACFT00343,30C,PAX00039709,Economy
SA00033354,FLT0049912,ACFT00343,18C,PAX00039710,Economy
SA00033355,FLT0010202,ACFT00392,7C,PAX00039713,Economy
SA00033356,FLT0061345,ACFT00528,10H,PAX00039714,Economy
SA00033357,FLT0061345,ACFT00528,30E,PAX00039715,Economy
SA00033358,FLT0061345,ACFT00528,43A,PAX00039716,Economy
SA00033359,FLT0056801,ACFT00103,5H,PAX00039717,Economy
SA00033360,FLT0077693,ACFT00555,40C,PAX00039718,Economy
SA00033361,FLT0077693,ACFT00555,17G,PAX00039719,Economy
SA00033362,FLT0077693,ACFT00555,6B,PAX00039720,Economy
SA00033363,FLT0077693,ACFT00555,43E,PAX00039721,Economy
SA00033364,FLT0001930,ACFT00540,26K,PAX00039722,First
SA00033365,FLT0001930,ACFT00540,21C,PAX00039723,First
SA00033366,FLT0015681,ACFT00249,4B,PAX00039724,Premium Economy
SA00033367,FLT0029147,ACFT00129,18H,PAX00039725,Premium Economy
SA00033368,FLT0029147,ACFT00129,44D,PAX00039727,Economy
SA00033369,FLT0026920,ACFT00437,6C,PAX00039728,Economy
SA00033370,FLT0026920,ACFT00437,29H,PAX00039729,First
SA00033371,FLT0026920,ACFT00437,42G,PAX00039730,Economy
SA00033372,FLT0026920,ACFT00437,5B,PAX00039731,Business
SA00033373,FLT0054698,ACFT00281,24H,PAX00039732,Economy
SA00033374,FLT0053670,ACFT00096,38K,PAX00039733,Economy
SA00033375,FLT0067572,ACFT00233,2H,PAX00039734,Economy
SA00033376,FLT0067572,ACFT00233,3G,PAX00039735,Economy
SA00033377,FLT0067572,ACFT00233,14D,PAX00039736,Economy
SA00033378,FLT0054839,ACFT00271,20D,PAX00039737,Premium Economy
SA00033379,FLT0036924,ACFT00021,12J,PAX00039738,Economy
SA00033380,FLT0036924,ACFT00021,5J,PAX00039739,Economy
SA00033381,FLT0069934,ACFT00381,10E,PAX00039740,Economy
SA00033382,FLT0004183,ACFT00119,14J,PAX00039741,Economy
SA00033383,FLT0010465,ACFT00459,34G,PAX00039742,Economy
SA00033384,FLT0003507,ACFT00031,4B,PAX00039746,Economy
SA00033385,FLT0003507,ACFT00031,36J,PAX00039747,Economy
SA00033386,FLT0049247,ACFT00420,33F,PAX00039748,Economy
SA00033387,FLT0049247,ACFT00420,12H,PAX00039749,Economy
SA00033388,FLT0020553,ACFT00194,4J,PAX00039750,Economy
SA00033389,FLT0053196,ACFT00329,33J,PAX00039751,Premium Economy
SA00033390,FLT0047373,ACFT00571,5K,PAX00039753,Economy
SA00033391,FLT0023002,ACFT00259,31C,PAX00039756,Economy
SA00033392,FLT0023002,ACFT00259,33D,PAX00039757,Economy
SA00033393,FLT0060988,ACFT00441,27F,PAX00039758,Economy
SA00033394,FLT0060988,ACFT00441,34H,PAX00039759,Economy
SA00033395,FLT0001644,ACFT00583,18E,PAX00039760,Premium Economy
SA00033396,FLT0001644,ACFT00583,3E,PAX00039761,Economy
SA00033397,FLT0001644,ACFT00583,21K,PAX00039762,Economy
SA00033398,FLT0061854,ACFT00120,1K,PAX00039764,Economy
SA00033399,FLT0061854,ACFT00120,22F,PAX00039765,Economy
SA00033400,FLT0070789,ACFT00111,19D,PAX00039766,Economy
SA00033401,FLT0070789,ACFT00111,41C,PAX00039767,First
SA00033402,FLT0070611,ACFT00463,33B,PAX00039768,Economy
SA00033403,FLT0070611,ACFT00463,44A,PAX00039769,Economy
SA00033404,FLT0057498,ACFT00503,36F,PAX00039770,Economy
SA00033405,FLT0057498,ACFT00503,4A,PAX00039771,Economy
SA00033406,FLT0057498,ACFT00503,13E,PAX00039772,Premium Economy
SA00033407,FLT0052821,ACFT00193,23D,PAX00039773,Premium Economy
SA00033408,FLT0065145,ACFT00005,36B,PAX00039774,Economy
SA00033409,FLT0024720,ACFT00350,12K,PAX00039775,Economy
SA00033410,FLT0068717,ACFT00503,8B,PAX00039776,Economy
SA00033411,FLT0055627,ACFT00519,20H,PAX00039777,Economy
SA00033412,FLT0055627,ACFT00519,11B,PAX00039778,Economy
SA00033413,FLT0068576,ACFT00192,19J,PAX00039780,Economy
SA00033414,FLT0052354,ACFT00287,38D,PAX00039783,Business
SA00033415,FLT0052354,ACFT00287,4C,PAX00039784,Economy
SA00033416,FLT0052354,ACFT00287,33K,PAX00039785,Economy
SA00033417,FLT0052354,ACFT00287,14K,PAX00039786,Premium Economy
SA00033418,FLT0016348,ACFT00091,1K,PAX00039787,Economy
SA00033419,FLT0016348,ACFT00091,37D,PAX00039788,Economy
SA00033420,FLT0016348,ACFT00091,44G,PAX00039789,Economy
SA00033421,FLT0016348,ACFT00091,27D,PAX00039790,Premium Economy
SA00033422,FLT0078109,ACFT00289,36A,PAX00039791,Economy
SA00033423,FLT0078109,ACFT00289,6A,PAX00039792,Business
SA00033424,FLT0015353,ACFT00444,25C,PAX00039793,Premium Economy
SA00033425,FLT0077671,ACFT00486,27C,PAX00039797,Economy
SA00033426,FLT0077671,ACFT00486,23H,PAX00039798,Economy
SA00033427,FLT0004158,ACFT00236,44B,PAX00039800,Economy
SA00033428,FLT0001816,ACFT00581,28K,PAX00039801,Business
SA00033429,FLT0001816,ACFT00581,12B,PAX00039802,Economy
SA00033430,FLT0001816,ACFT00581,32C,PAX00039803,First
SA00033431,FLT0001816,ACFT00581,44A,PAX00039804,Economy
SA00033432,FLT0060099,ACFT00268,26D,PAX00039805,Economy
SA00033433,FLT0069265,ACFT00559,8K,PAX00039806,Economy
SA00033434,FLT0069265,ACFT00559,37F,PAX00039807,Economy
SA00033435,FLT0069265,ACFT00559,25D,PAX00039808,Economy
SA00033436,FLT0003075,ACFT00274,21H,PAX00039809,Economy
SA00033437,FLT0043092,ACFT00246,16A,PAX00039810,Economy
SA00033438,FLT0016274,ACFT00572,15F,PAX00039811,Economy
SA00033439,FLT0058931,ACFT00143,44B,PAX00039812,Economy
SA00033440,FLT0046453,ACFT00346,31D,PAX00039813,Premium Economy
SA00033441,FLT0055289,ACFT00220,35J,PAX00039818,Economy
SA00033442,FLT0002565,ACFT00529,13F,PAX00039819,Economy
SA00033443,FLT0002565,ACFT00529,32K,PAX00039820,Economy
SA00033444,FLT0065314,ACFT00105,2D,PAX00039821,Economy
SA00033445,FLT0000851,ACFT00532,42K,PAX00039822,Economy
SA00033446,FLT0000851,ACFT00532,15G,PAX00039823,Premium Economy
SA00033447,FLT0072339,ACFT00346,16E,PAX00039824,Economy
SA00033448,FLT0072339,ACFT00346,11G,PAX00039825,First
SA00033449,FLT0034424,ACFT00577,9D,PAX00039828,Economy
SA00033450,FLT0034424,ACFT00577,30F,PAX00039829,Economy
SA00033451,FLT0029373,ACFT00040,28E,PAX00039830,Economy
SA00033452,FLT0029373,ACFT00040,21E,PAX00039831,Economy
SA00033453,FLT0029373,ACFT00040,44B,PAX00039832,Premium Economy
SA00033454,FLT0029373,ACFT00040,9F,PAX00039833,Economy
SA00033455,FLT0079004,ACFT00428,35B,PAX00039834,Economy
SA00033456,FLT0079004,ACFT00428,33F,PAX00039835,Economy
SA00033457,FLT0079004,ACFT00428,35D,PAX00039836,Economy
SA00033458,FLT0079004,ACFT00428,10J,PAX00039837,Economy
SA00033459,FLT0041434,ACFT00466,35F,PAX00039838,Economy
SA00033460,FLT0041434,ACFT00466,32B,PAX00039839,Economy
SA00033461,FLT0041434,ACFT00466,22G,PAX00039840,Economy
SA00033462,FLT0049577,ACFT00297,35C,PAX00039841,Premium Economy
SA00033463,FLT0049577,ACFT00297,19D,PAX00039842,Economy
SA00033464,FLT0049577,ACFT00297,24F,PAX00039843,Economy
SA00033465,FLT0064406,ACFT00109,5J,PAX00039844,Economy
SA00033466,FLT0064406,ACFT00109,21G,PAX00039845,Economy
SA00033467,FLT0064406,ACFT00109,23H,PAX00039846,Economy
SA00033468,FLT0062791,ACFT00095,15F,PAX00039847,Premium Economy
SA00033469,FLT0062791,ACFT00095,42K,PAX00039848,Economy
SA00033470,FLT0072512,ACFT00114,41J,PAX00039849,Premium Economy
SA00033471,FLT0072512,ACFT00114,27D,PAX00039850,Economy
SA00033472,FLT0070280,ACFT00340,18H,PAX00039851,Business
SA00033473,FLT0070280,ACFT00340,33F,PAX00039852,Economy
SA00033474,FLT0070280,ACFT00340,14J,PAX00039853,Economy
SA00033475,FLT0049230,ACFT00088,10E,PAX00039854,Economy
SA00033476,FLT0049230,ACFT00088,10F,PAX00039855,Economy
SA00033477,FLT0049230,ACFT00088,36J,PAX00039856,Economy
SA00033478,FLT0039592,ACFT00255,20B,PAX00039857,Economy
SA00033479,FLT0039592,ACFT00255,19E,PAX00039858,Economy
SA00033480,FLT0004909,ACFT00317,43H,PAX00039859,Economy
SA00033481,FLT0013180,ACFT00334,24B,PAX00039860,Economy
SA00033482,FLT0013180,ACFT00334,31A,PAX00039861,Economy
SA00033483,FLT0013180,ACFT00334,22H,PAX00039862,Economy
SA00033484,FLT0021226,ACFT00013,23D,PAX00039863,Economy
SA00033485,FLT0021226,ACFT00013,4B,PAX00039864,Economy
SA00033486,FLT0079335,ACFT00037,13H,PAX00039866,Economy
SA00033487,FLT0079335,ACFT00037,9D,PAX00039867,Economy
SA00033488,FLT0079335,ACFT00037,39D,PAX00039868,Economy
SA00033489,FLT0064482,ACFT00002,16K,PAX00039869,Economy
SA00033490,FLT0064482,ACFT00002,38D,PAX00039870,Premium Economy
SA00033491,FLT0064482,ACFT00002,29C,PAX00039871,Business
SA00033492,FLT0010807,ACFT00447,17J,PAX00039872,Economy
SA00033493,FLT0010807,ACFT00447,22H,PAX00039873,Economy
SA00033494,FLT0037213,ACFT00485,26H,PAX00039874,Premium Economy
SA00033495,FLT0071600,ACFT00282,10C,PAX00039876,Premium Economy
SA00033496,FLT0071600,ACFT00282,26J,PAX00039877,Economy
SA00033497,FLT0046104,ACFT00171,17E,PAX00039878,Economy
SA00033498,FLT0065542,ACFT00428,18C,PAX00039879,Economy
SA00033499,FLT0055295,ACFT00377,13E,PAX00039883,Economy
SA00033500,FLT0055295,ACFT00377,17F,PAX00039884,Premium Economy
SA00033501,FLT0052355,ACFT00205,35D,PAX00039885,Economy
SA00033502,FLT0023147,ACFT00223,33E,PAX00039886,Economy
SA00033503,FLT0023147,ACFT00223,39E,PAX00039887,Economy
SA00033504,FLT0023147,ACFT00223,27E,PAX00039888,Economy
SA00033505,FLT0023147,ACFT00223,43B,PAX00039889,Premium Economy
SA00033506,FLT0027762,ACFT00384,10D,PAX00039890,First
SA00033507,FLT0027762,ACFT00384,7B,PAX00039891,Economy
SA00033508,FLT0027762,ACFT00384,34A,PAX00039892,Economy
SA00033509,FLT0015838,ACFT00216,42D,PAX00039893,Economy
SA00033510,FLT0015838,ACFT00216,20H,PAX00039894,Premium Economy
SA00033511,FLT0069192,ACFT00397,4K,PAX00039896,First
SA00033512,FLT0069192,ACFT00397,38H,PAX00039897,Economy
SA00033513,FLT0071720,ACFT00277,43F,PAX00039898,Economy
SA00033514,FLT0071720,ACFT00277,40E,PAX00039899,Economy
SA00033515,FLT0039324,ACFT00153,5J,PAX00039900,Economy
SA00033516,FLT0039324,ACFT00153,22E,PAX00039901,Economy
SA00033517,FLT0003724,ACFT00121,1C,PAX00039902,Premium Economy
SA00033518,FLT0003724,ACFT00121,39E,PAX00039903,Economy
SA00033519,FLT0003724,ACFT00121,43K,PAX00039904,Economy
SA00033520,FLT0033531,ACFT00295,29A,PAX00039905,Economy
